name,address,link,type of education,n_students,neighborhood,type,School Target,Other_schools_target,School fundamental,Other_schools_fundamental
IKC de Regenboog,Klipgriend 1 & 3,/basisscholen/almere/5198/ikc-de-regenboog/,Prot. christelijk,442.0,Almere,Basic School,69.5,58.3,97.1,95.4
Protestants Christelijke Basisschool de Lichtboei,Luitstraat 7,/basisscholen/almere/9091/protestants-christelijke-basisschool-de-lichtboei/,Prot. christelijk,167.0,Almere,Basic School,45.2,54.5,85.2,94.2
Basisschool de Olijfboom,Bongerdstraat 2,/basisscholen/almere/9092/basisschool-de-olijfboom/,Prot. christelijk,152.0,Almere,Basic School,64.0,54.5,95.6,94.2
Protestants Christelijke Basisschool de Buitenburcht,Zonnebloemweg 66,/basisscholen/almere/5199/protestants-christelijke-basisschool-de-buitenburcht/,Prot. christelijk,395.0,Almere,Basic School,48.6,55.6,90.8,94.4
School voor Speciaal Basisonderwijs De Klimop,Rossinistraat 5,/basisscholen/almere/5200/school-voor-speciaal-basisonderwijs-de-klimop/,Algemeen bijzonder,188.0,Almere,Basic School,10.9,2.2,19.6,19.6
Basisschool De Kraanvogel,Perzikstraat 24,/basisscholen/almere/9093/basisschool-de-kraanvogel/,Prot. christelijk,354.0,Almere,Basic School,53.2,58.3,94.8,95.4
De Omnibus,J.J. Slauerhoffstraat 53,/basisscholen/almere/5201/de-omnibus/,Samenwerking Basisonderwijs557,557.0,Almere,Basic School,54.7,59.2,91.0,95.6
Protestants Christelijke Basisschool De Dukdalf,Makassarweg 68,/basisscholen/almere/5202/protestants-christelijke-basisschool-de-dukdalf/,Prot. christelijk,376.0,Almere,Basic School,54.9,55.8,96.7,94.7
De Optimist,Hildo Kropstraat 20,/basisscholen/almere/5203/de-optimist/,Samenwerking Basisonderwijs219,219.0,Almere,Basic School,50.4,55.3,90.6,94.4
Oecumenische Daltonschool De Windwijzer,Kraaiennest 4,/basisscholen/almere/9094/oecumenische-daltonschool-de-windwijzer/,Samenwerking Basisonderwijs255,255.0,Almere,Basic School,60.8,61.1,97.8,96.0
Het Drieluik,Ten Harmsen v.d. Beekpad 4,/basisscholen/almere/5204/het-drieluik/,Samenwerking Basisonderwijs737,737.0,Almere,Basic School,67.2,59.2,96.2,95.6
De Kleine Wereld,Nederlandhof 5,/basisscholen/almere/9095/de-kleine-wereld/,Prot. christelijk,151.0,Almere,Basic School,27.6,49.0,93.1,92.6
IKC Sterrenschool De Ruimte,Nimfenplein 1,/basisscholen/almere/21141/ikc-sterrenschool-de-ruimte/,Algemeen bijzonder,383.0,Almere,Basic School,50.4,59.2,95.0,95.6
De Verwondering,Richard Feynmanstraat 7,/basisscholen/almere/25478/de-verwondering/,Confessioneel overig,272.0,Almere,Basic School,66.7,63.6,98.8,96.4
De Verbeelding,Burchard de Volderstraat 19,/basisscholen/almere/26637/de-verbeelding/,Confessioneel overig,41.0,Almere,Basic School,,,,
Christelijke Basisschool De Verbinding,Haagbeukweg 36 -38,/basisscholen/almere/24601/christelijke-basisschool-de-verbinding/,Overige Basisonderwijs185,185.0,Almere,Basic School,55.7,61.1,94.0,96.0
Rooms Katholieke Basisschool Panta Rhei,Slufterplantsoen 2,/basisscholen/almere/5605/rooms-katholieke-basisschool-panta-rhei/,Katholiek Basisonderwijs227,227.0,Almere,Basic School,72.4,55.3,98.6,94.4
Jenaplan Basisschool De Loofhut,Vrijmark 114,/basisscholen/almere/9481/jenaplan-basisschool-de-loofhut/,Katholiek Basisonderwijs143,143.0,Almere,Basic School,49.2,52.4,90.8,93.6
Rooms Katholieke Basisonderwijs Crescendo,Luitstraat 9,/basisscholen/almere/5610/rooms-katholieke-basisonderwijs-crescendo/,Katholiek Basisonderwijs247,247.0,Almere,Basic School,63.2,54.5,96.2,94.2
Rooms Katholieke Basisschool 't Zonnewiel,Bongerdstraat 4,/basisscholen/almere/9482/rooms-katholieke-basisschool-t-zonnewiel/,Katholiek Basisonderwijs602,602.0,Almere,Basic School,69.0,59.2,98.1,95.6
Rooms-katholieke basisschool De Lettertuin,Zonnebloemweg 68,/basisscholen/almere/5611/rooms-katholieke-basisschool-de-lettertuin/,Katholiek Basisonderwijs176,176.0,Almere,Basic School,58.1,51.0,91.4,92.9
Pirouette,"Iepenstraat 1-2, 1326 DB Almere",/basisscholen/almere/5612/pirouette/,Katholiek Basisonderwijs198,198.0,Almere,Basic School,64.0,55.4,98.0,94.5
Het Kristal,Makassarweg 68b,/basisscholen/almere/9484/het-kristal/,Katholiek Basisonderwijs218,218.0,Almere,Basic School,48.6,55.3,89.0,94.4
De Droomspiegel,Marco Poloroute 60,/basisscholen/almere/9486/de-droomspiegel/,Katholiek Basisonderwijs497,497.0,Almere,Basic School,58.2,58.3,96.4,95.4
IKC De Duinvlinder,Slowakijehof 1,/basisscholen/almere/24222/ikc-de-duinvlinder/,Overige Basisonderwijs257,257.0,Almere,Basic School,40.5,59.2,85.1,95.6
IKC De Woudreus,Marie Curielaan 301,/basisscholen/almere/26779/ikc-de-woudreus/,Katholiek Basisonderwijs17,17.0,Almere,Basic School,,,,
Montessorischool Almere Stad,Randstad 22 113 b,/basisscholen/almere/7029/montessorischool-almere-stad/,Openbaar Basisonderwijs577,577.0,Almere,Basic School,58.5,61.1,95.0,96.0
Speciaal Basisonderwijs De Watertuin,Churchilweg 3-7,/basisscholen/almere/7030/speciaal-basisonderwijs-de-watertuin/,Openbaar Speciaal,198.0,Almere,Basic School,1.3,9.3,32.5,50.6
Basisschool De Polderhof,Buitenhof 93,/basisscholen/almere/10906/basisschool-de-polderhof/,Openbaar Basisonderwijs211,211.0,Almere,Basic School,48.8,47.6,92.5,91.7
Basisschool De Klaverweide,Rietmeent 136,/basisscholen/almere/7033/basisschool-de-klaverweide/,Openbaar Basisonderwijs248,248.0,Almere,Basic School,38.7,54.5,88.3,94.2
Openbare Basisschool De Flierefluiter,Bosgouw 235,/basisscholen/almere/7034/openbare-basisschool-de-flierefluiter/,Openbaar Basisonderwijs419,419.0,Almere,Basic School,56.8,61.1,93.9,96.0
IKC de Aquamarijn,Meerveldplein 4,/basisscholen/almere/10907/ikc-de-aquamarijn/,Openbaar Basisonderwijs270,270.0,Almere,Basic School,47.6,49.0,86.5,92.6
Samenspel,Amsterdamweg 11,/basisscholen/almere/7036/samenspel/,Openbaar Basisonderwijs187,187.0,Almere,Basic School,48.6,48.5,93.3,92.0
Samenspel 1,Leeuwardenplein 34,/basisscholen/almere/22878/samenspel-1/,Openbaar Basisonderwijs158,158.0,Almere,Basic School,37.6,48.5,94.5,92.0
Openbare Basisschool De Achtbaan,Dordrechtplein 2,/basisscholen/almere/10908/openbare-basisschool-de-achtbaan/,Openbaar Basisonderwijs171,171.0,Almere,Basic School,63.0,51.0,93.2,92.9
De Kameleon,Lingestraat 34,/basisscholen/almere/10909/de-kameleon/,Openbaar Basisonderwijs86,86.0,Almere,Basic School,48.5,46.0,93.9,91.1
Basisschool De Argonaut,Zaagvisplantsoen 32,/basisscholen/almere/10911/basisschool-de-argonaut/,Openbaar Basisonderwijs170,170.0,Almere,Basic School,50.7,49.0,97.3,92.6
Openbare basisschool Digitalis,Rolklaverpad 30,/basisscholen/almere/7037/openbare-basisschool-digitalis/,Openbaar Basisonderwijs214,214.0,Almere,Basic School,69.7,48.4,98.5,92.1
De Tjasker,Buitenkruierstraat 2,/basisscholen/almere/7039/de-tjasker/,Openbaar Basisonderwijs175,175.0,Almere,Basic School,33.3,46.0,83.1,91.1
Openbare Jenaplanbasisschool de Kring,Wipmolenweg 50,/basisscholen/almere/7040/openbare-jenaplanbasisschool-de-kring/,Openbaar Basisonderwijs337,337.0,Almere,Basic School,59.3,59.2,96.0,95.6
School voor Speciaal Basisonderwijs De Bombardon,Simon van Collemstraat 7,/basisscholen/almere/7041/school-voor-speciaal-basisonderwijs-de-bombardon/,Openbaar Speciaal,159.0,Almere,Basic School,2.9,2.9,68.6,8.6
Openbare Basisschool De Architect,C. van Eesterenplein 1,/basisscholen/almere/10914/openbare-basisschool-de-architect/,Openbaar Basisonderwijs161,161.0,Almere,Basic School,44.6,49.0,92.1,92.6
Openbare basisschool De Heliotroop,Beemdgrasstraat 12,/basisscholen/almere/10915/openbare-basisschool-de-heliotroop/,Openbaar Basisonderwijs276,276.0,Almere,Basic School,54.7,51.0,93.4,92.9
Basisschool Vuurvogel,Ravelplantsoen 5,/basisscholen/almere/10917/basisschool-vuurvogel/,Openbaar Basisonderwijs203,203.0,Almere,Basic School,45.6,52.4,91.5,93.6
Openbare Basisschool Het Spectrum,Regenboogweg 47,/basisscholen/almere/7042/openbare-basisschool-het-spectrum/,Openbaar Basisonderwijs218,218.0,Almere,Basic School,40.2,49.0,88.0,92.6
Dalton basisschool Bommelstein,Markiezenhofstraat 62,/basisscholen/almere/7043/dalton-basisschool-bommelstein/,Openbaar Basisonderwijs177,177.0,Almere,Basic School,52.5,52.4,93.2,93.6
Openbare Basisschool Polygoon,Hollywoodlaan 109,/basisscholen/almere/10920/openbare-basisschool-polygoon/,Openbaar Basisonderwijs216,216.0,Almere,Basic School,59.6,55.3,95.5,94.4
Openbare Basisschool Syncope,Kornetstraat 19,/basisscholen/almere/7044/openbare-basisschool-syncope/,Openbaar Basisonderwijs427,427.0,Almere,Basic School,56.5,58.3,94.7,95.4
Openbare Basisschool de Albatros,Edelhertweg 85,/basisscholen/almere/10921/openbare-basisschool-de-albatros/,Openbaar Basisonderwijs303,303.0,Almere,Basic School,66.7,52.4,97.1,93.6
Openbare Basisschool de Zevensprong,Danslaan 74,/basisscholen/almere/7045/openbare-basisschool-de-zevensprong/,Openbaar Basisonderwijs169,169.0,Almere,Basic School,51.4,46.0,96.5,91.1
Openbare Basisschool Aurora,Aprilstraat 105,/basisscholen/almere/7046/openbare-basisschool-aurora/,Openbaar Basisonderwijs250,250.0,Almere,Basic School,65.4,58.3,95.8,95.4
Openbare Basisschool Het Palet,Johan Jongkindstraat 26,/basisscholen/almere/7047/openbare-basisschool-het-palet/,Openbaar Basisonderwijs187,187.0,Almere,Basic School,58.7,51.5,97.3,93.3
Openbare Basisschool De Egelantier,Pieter van Damstraat 38,/basisscholen/almere/10923/openbare-basisschool-de-egelantier/,Openbaar Basisonderwijs164,164.0,Almere,Basic School,62.1,52.4,96.2,93.6
OBS Letterland,A. Roland Holststraat 58,/basisscholen/almere/10924/obs-letterland/,Openbaar Basisonderwijs183,183.0,Almere,Basic School,55.0,55.8,93.3,94.7
IPSA Almere,Roland Holststraat 58,/basisscholen/almere/26508/ipsa-almere/,Openbaar Basisonderwijs259,259.0,Almere,Basic School,,,,
OBS De Archipel,Maldivenweg 45,/basisscholen/almere/10925/obs-de-archipel/,Openbaar Basisonderwijs694,694.0,Almere,Basic School,61.6,55.3,94.9,94.4
Openbare Basisschool Caleidoscoop,Walt Disneyplantsoen 72,/basisscholen/almere/10926/openbare-basisschool-caleidoscoop/,Openbaar Basisonderwijs214,214.0,Almere,Basic School,41.2,52.4,88.9,93.6
OBS De Compositie,Chagallweg 10,/basisscholen/almere/7049/obs-de-compositie/,Openbaar Basisonderwijs414,414.0,Almere,Basic School,55.1,55.8,95.9,94.7
Openbare Basisschool Het Meesterwerk,El Grecostraat 171,/basisscholen/almere/10927/openbare-basisschool-het-meesterwerk/,Openbaar Basisonderwijs147,147.0,Almere,Basic School,56.6,55.3,96.5,94.4
De Ontdekking,Kraaiennest 6,/basisscholen/almere/26324/de-ontdekking/,Openbaar Basisonderwijs824,824.0,Almere,Basic School,67.3,62.0,98.4,96.4
Taalcentrum Almere,Sesamstraat 1,/basisscholen/almere/26495/taalcentrum-almere/,Openbaar Basisonderwijs524,524.0,Almere,Basic School,2.2,10.9,98.5,70.6
Het Avontuur,Catootjepad 6,/basisscholen/almere/26326/het-avontuur/,Openbaar Basisonderwijs192,192.0,Almere,Basic School,54.8,55.3,92.2,94.4
Columbusschool,Marco Poloroute 56,/basisscholen/almere/26328/columbusschool/,Openbaar Basisonderwijs624,624.0,Almere,Basic School,53.2,58.3,91.8,95.4
Algemeen Bijzondere Basisschool Het Universum,Max Planckstraat 74,/basisscholen/almere/26240/algemeen-bijzondere-basisschool-het-universum/,Algemeen bijzonder,418.0,Almere,Basic School,61.0,61.9,96.6,96.3
Openbare Basisschool De Zeeraket,Muiderzandweg 4,/basisscholen/almere/26330/openbare-basisschool-de-zeeraket/,Openbaar Basisonderwijs354,354.0,Almere,Basic School,72.2,62.0,97.7,96.4
Odyssee,Boreasplein 2,/basisscholen/almere/26242/odyssee/,Algemeen bijzonder,246.0,Almere,Basic School,50.7,55.8,90.7,94.7
Montessori Campus,Marie Curielaan 301,/basisscholen/almere/26332/montessori-campus/,Openbaar Basisonderwijs108,108.0,Almere,Basic School,33.3,59.2,93.3,95.6
Oosterwold,Burchard de Volderstraat 19,/basisscholen/almere/26863/oosterwold/,Overige Basisonderwijs,,Almere,Basic School,,,,
Olivijn,Marathonlaan 7,/basisscholen/almere/7458/olivijn/,Algemeen bijzonder,170.0,Almere,Basic School,70.9,7.5,27.3,54.5
De Bongerd,Boomgaardweg 10A,/basisscholen/almere/26244/de-bongerd/,Openbaar Speciaal,79.0,Almere,Basic School,,,,
School van Vrede,Pieter van Damstraat 36,/basisscholen/almere/26626/school-van-vrede/,Algemeen bijzonder,,Almere,Basic School,,,,
Vrije School Almere,Lierstraat 7,/basisscholen/almere/11804/vrije-school-almere/,Algemeen bijzonder,505.0,Almere,Basic School,61.9,63.6,94.4,96.4
Basisschool d'Uylenborch,De Borchgravestraat 54,/basisscholen/almkerk/25582/basisschool-duylenborch/,Prot. christelijk,185.0,Almkerk,Basic School,59.9,61.1,94.8,96.0
Kindcentrum De Halm,Wethouder Raamsstraat 1,/basisscholen/almkerk/10843/kindcentrum-de-halm/,Prot. christelijk,103.0,Almkerk,Basic School,61.9,61.1,96.8,96.0
Basisschool De Almgaard,Knotwilg 2,/basisscholen/almkerk/7454/basisschool-de-almgaard/,Openbaar Basisonderwijs135,135.0,Almkerk,Basic School,65.5,59.2,96.6,95.6
Basisschool Mariënhof,Schoolstraat 9,/basisscholen/alphen-gelderland/9940/basisschool-marienhof/,Katholiek Basisonderwijs79,79.0,Alphen (Gelderland),Basic School,53.8,58.8,97.4,95.4
Roomskatholieke Basisschool St. Willibrordus,Van Gaverenlaan 10 a,/basisscholen/alphen-noord-brabant/8955/roomskatholieke-basisschool-st-willibrordus/,Katholiek Basisonderwijs303,303.0,Alphen (Noord-Brabant),Basic School,56.3,62.0,96.8,96.4
Rehobothschool,Anna van Burenlaan 24,/basisscholen/alphen-aan-den-rijn/4698/rehobothschool/,Prot. christelijk,120.0,Alphen aan den Rijn,Basic School,72.5,59.2,96.7,95.6
Het Spinnewiel,Klepperman 9-11,/basisscholen/alphen-aan-den-rijn/8820/het-spinnewiel/,Katholiek Basisonderwijs258,258.0,Alphen aan den Rijn,Basic School,60.2,58.3,93.9,95.4
Het Spectrum,Honingzwam 6,/basisscholen/alphen-aan-den-rijn/8821/het-spectrum/,Katholiek Basisonderwijs213,213.0,Alphen aan den Rijn,Basic School,58.3,59.2,95.8,95.6
RK basisschool Het Spectrum,Batenstein 1,/basisscholen/alphen-aan-den-rijn/21417/rk-basisschool-het-spectrum/,Katholiek Basisonderwijs162,162.0,Alphen aan den Rijn,Basic School,48.6,59.2,95.8,95.6
De Jenaplaneet,Vliestroom 204,/basisscholen/alphen-aan-den-rijn/8822/de-jenaplaneet/,Katholiek Basisonderwijs87,87.0,Alphen aan den Rijn,Basic School,55.7,55.8,96.4,94.7
De Bonifacius,Paradijslaan 11,/basisscholen/alphen-aan-den-rijn/8823/de-bonifacius/,Katholiek Basisonderwijs400,400.0,Alphen aan den Rijn,Basic School,68.6,62.0,98.8,96.4
Het Palet,Javastraat 5,/basisscholen/alphen-aan-den-rijn/24625/het-palet/,Openbaar Basisonderwijs159,159.0,Alphen aan den Rijn,Basic School,61.8,58.3,90.2,95.4
Openbare Basisschool Het Startblok,Liszthof 92,/basisscholen/alphen-aan-den-rijn/24626/openbare-basisschool-het-startblok/,Openbaar Basisonderwijs118,118.0,Alphen aan den Rijn,Basic School,37.5,55.3,90.6,94.4
Hobbitburcht-Batenstein,Batenstein 18,/basisscholen/alphen-aan-den-rijn/24582/hobbitburcht-batenstein/,Openbaar Basisonderwijs183,183.0,Alphen aan den Rijn,Basic School,49.4,61.1,96.0,96.0
De Hobbitburcht-Havixhorst,Havixhorst 252,/basisscholen/alphen-aan-den-rijn/24583/de-hobbitburcht-havixhorst/,Openbaar Basisonderwijs142,142.0,Alphen aan den Rijn,Basic School,56.7,61.1,98.5,96.0
De Meridiaan,De Oude wereld 54,/basisscholen/alphen-aan-den-rijn/4900/de-meridiaan/,Katholiek Basisonderwijs290,290.0,Alphen aan den Rijn,Basic School,53.3,61.9,94.2,96.3
De Wereldwijzer,De Oude Wereld 59,/basisscholen/alphen-aan-den-rijn/24628/de-wereldwijzer/,Openbaar Basisonderwijs143,143.0,Alphen aan den Rijn,Basic School,53.1,61.1,95.1,96.0
De Vroonhoeve,Vroonhoevelaan 8,/basisscholen/alphen-aan-den-rijn/25321/de-vroonhoeve/,Openbaar Basisonderwijs233,233.0,Alphen aan den Rijn,Basic School,63.8,64.7,96.9,96.7
Het Vianova,Vroonhoevelaan 4,/basisscholen/alphen-aan-den-rijn/4901/het-vianova/,Katholiek Basisonderwijs465,465.0,Alphen aan den Rijn,Basic School,67.8,66.8,97.5,97.0
Islamitische Basisschool An Noer,Polluxstraat 2,/basisscholen/alphen-aan-den-rijn/5028/islamitische-basisschool-an-noer/,Confessioneel overig,281.0,Alphen aan den Rijn,Basic School,63.1,48.5,97.3,92.0
Prisma Christelijke school SO,Boterbloemweg 21 B,/basisscholen/alphen-aan-den-rijn/5296/prisma-christelijke-school-so/,Prot. christelijk,106.0,Alphen aan den Rijn,Basic School,70.9,7.5,27.3,63.6
Basisschool de Rank,Lauraplein 1,/basisscholen/alphen-aan-den-rijn/5298/basisschool-de-rank/,Prot. christelijk,437.0,Alphen aan den Rijn,Basic School,60.0,61.1,97.0,96.0
Protestants Christelijke Basisschool Groen van Prinsterer,Jan Nieuwenhuijzenstraat 26,/basisscholen/alphen-aan-den-rijn/5299/protestants-christelijke-basisschool-groen-van-prinsterer/,Prot. christelijk,95.0,Alphen aan den Rijn,Basic School,43.2,49.0,91.0,92.6
Protestants Christelijke Basisschool Samen Op Weg,J.P.Coenlaan 1B,/basisscholen/alphen-aan-den-rijn/9198/protestants-christelijke-basisschool-samen-op-weg/,Prot. christelijk,146.0,Alphen aan den Rijn,Basic School,51.2,52.4,93.8,93.6
Protestants Christelijke Basisschool De Windroos,Zaalbergstraat 1,/basisscholen/alphen-aan-den-rijn/9199/protestants-christelijke-basisschool-de-windroos/,Prot. christelijk,157.0,Alphen aan den Rijn,Basic School,56.5,61.9,96.1,96.3
PC basisschool JP Sweelinck,Groenoord 247,/basisscholen/alphen-aan-den-rijn/9200/pc-basisschool-jp-sweelinck/,Prot. christelijk,172.0,Alphen aan den Rijn,Basic School,52.2,58.3,91.8,95.4
PCB De Stromen,Lupinesingel 11,/basisscholen/alphen-aan-den-rijn/9201/pcb-de-stromen/,Prot. christelijk,323.0,Alphen aan den Rijn,Basic School,51.2,55.4,93.9,94.5
Protestants Christelijke Basisschool De Mare,Schelfhorst 2,/basisscholen/alphen-aan-den-rijn/9202/protestants-christelijke-basisschool-de-mare/,Prot. christelijk,309.0,Alphen aan den Rijn,Basic School,55.8,55.3,96.1,94.4
Protestants Christelijke Basisschool Het Baken,Klepperman 1,/basisscholen/alphen-aan-den-rijn/9203/protestants-christelijke-basisschool-het-baken/,Prot. christelijk,267.0,Alphen aan den Rijn,Basic School,60.3,57.9,96.0,95.3
PCB de Fontein,De Oude Wereld 52,/basisscholen/alphen-aan-den-rijn/5300/pcb-de-fontein/,Prot. christelijk,213.0,Alphen aan den Rijn,Basic School,50.0,61.1,98.5,96.0
Het Mozaïek,Vroonhoevelaan 10 -12,/basisscholen/alphen-aan-den-rijn/5301/het-mozaiek/,Prot. christelijk,446.0,Alphen aan den Rijn,Basic School,66.4,62.0,98.6,96.4
Auris De Weerklank,Verdihof 27,/basisscholen/alphen-aan-den-rijn/23797/auris-de-weerklank/,Prot. christelijk,85.0,Alphen aan den Rijn,Basic School,,,,
Alphense Montessorischool,Preludeweg 15,/basisscholen/alphen-aan-den-rijn/9921/alphense-montessorischool/,Algemeen bijzonder,184.0,Alphen aan den Rijn,Basic School,58.9,61.1,93.9,96.0
Vrije School Ridderspoor,Essenburg 24 -26,/basisscholen/alphen-aan-den-rijn/6056/vrije-school-ridderspoor/,Algemeen bijzonder,129.0,Alphen aan den Rijn,Basic School,60.5,62.0,96.1,96.4
De Tamboerijn,Van Nesstraat 8,/basisscholen/alphen-aan-den-rijn/10855/de-tamboerijn/,Prot. christelijk,174.0,Alphen aan den Rijn,Basic School,80.3,63.6,98.6,96.4
School voor Speciaal Basisonderwijs Op Maat,Henry Dunantweg 11,/basisscholen/alphen-aan-den-rijn/24975/school-voor-speciaal-basisonderwijs-op-maat/,Algemeen bijzonder,97.0,Alphen aan den Rijn,Basic School,25.0,3.1,3.1,21.9
Parkschool en Campus Cardea,Henry Dunantweg 11,/basisscholen/alphen-aan-den-rijn/23003/parkschool-en-campus-cardea/,Algemeen bijzonder,21.0,Alphen aan den Rijn,Basic School,,,,
CBS De Wegwijzer,Nieuwstraat 17,/basisscholen/alteveer-gem-de-wolden/11757/cbs-de-wegwijzer/,Prot. christelijk,110.0,Alteveer (Gem. De Wolden),Basic School,65.8,57.9,98.2,95.3
Christelijke Basisschool de Höchte,Beumeesweg 102,/basisscholen/alteveer-groningen/9978/christelijke-basisschool-de-hochte/,Prot. christelijk,74.0,Alteveer (Groningen),Basic School,60.2,55.8,97.2,94.7
Basisschool De Tweestroom,Kerkstraat 27,/basisscholen/altforst/6021/basisschool-de-tweestroom/,Katholiek Basisonderwijs50,50.0,Altforst,Basic School,51.3,60.8,94.9,96.0
Basisschool Azelo,Secr. Engelbertinkstraat 16,/basisscholen/ambt-delden/7217/basisschool-azelo/,Openbaar Basisonderwijs37,37.0,Ambt Delden,Basic School,61.9,61.1,98.4,96.0
Basisschool Wiene,Tankinksweg 4,/basisscholen/ambt-delden/11083/basisschool-wiene/,Openbaar Basisonderwijs50,50.0,Ambt Delden,Basic School,58.8,61.1,92.2,96.0
De Kandelaar,Liesveldweg 65,/basisscholen/ameide/10218/de-kandelaar/,Prot. christelijk,280.0,Ameide,Basic School,57.7,59.2,97.0,95.6
obs de Vlindertuin,Liesveldweg 65,/basisscholen/ameide/10809/obs-de-vlindertuin/,Openbaar Basisonderwijs86,86.0,Ameide,Basic School,57.3,61.1,92.0,96.0
Basisschool De Wouter,Gerard Smuldersstraat 1,/basisscholen/america/7788/basisschool-de-wouter/,Katholiek Basisonderwijs158,158.0,America,Basic School,46.7,59.2,96.7,95.6
Wilhelminaschool,Gasthuisstraat 7,/basisscholen/amerongen/8692/wilhelminaschool/,Prot. christelijk,136.0,Amerongen,Basic School,59.6,66.8,95.1,97.0
Christelijke Basisschool De Regenboog,Prinses Beatrixlaan 34,/basisscholen/amerongen/8693/christelijke-basisschool-de-regenboog/,Prot. christelijk,207.0,Amerongen,Basic School,51.2,58.3,94.8,95.4
WereldKidz Sterrenbos,Burgemeester W. Martenslaan 29,/basisscholen/amerongen/24084/wereldkidz-sterrenbos/,Overige Basisonderwijs87,87.0,Amerongen,Basic School,,,,
Basisschool Amerfoortse School Vereniging,Johan v Oldenbarneveltln 23,/basisscholen/amersfoort/8753/basisschool-amerfoortse-school-vereniging/,Algemeen bijzonder,333.0,Amersfoort,Basic School,77.8,77.6,99.2,98.8
