,name,address,link,details,n_students,neighborhood,type
4693,Jenaplanschool Heerde,Beatrixweg 30,/basisscholen/heerde/6033/jenaplanschool-heerde/,OpenbaarBasisonderwijs108 leerlingenJenaplan,108,Heerde,Basic School
4694,De Horsthoek,Oenerweg 7,/basisscholen/heerde/9957/de-horsthoek/,OpenbaarBasisonderwijs92 leerlingenOntwikkelingsgericht Onderwijs,92,Heerde,Basic School
4695,openbare basisschool De Spreng,Rhijnsburglaan 7 A,/basisscholen/heerde/6035/openbare-basisschool-de-spreng/,OpenbaarBasisonderwijs63 leerlingen,63,Heerde,Basic School
4696,CBS Het Talent,Rhijnsburglaan 7a,/basisscholen/heerde/10304/cbs-het-talent/,Prot. christelijkBasisonderwijs356 leerlingen,356,Heerde,Basic School
4697,CBS Wereldwijs,Griftstraat 8,/basisscholen/heerde/6348/cbs-wereldwijs/,Prot. christelijkBasisonderwijs211 leerlingen,211,Heerde,Basic School
4698,Kristal Gereformeerde basisschool,Griftstraat 8,/basisscholen/heerde/10784/kristal-gereformeerde-basisschool/,Prot. christelijkBasisonderwijs126 leerlingen,126,Heerde,Basic School
4699,Basisschool Sint Jozef,Van Dekemalaan 2,/basisscholen/heerenveen/5695/basisschool-sint-jozef/,KatholiekBasisonderwijs105 leerlingenDalton,105,Heerenveen,Basic School
4700,De Optimist,Barten 11,/basisscholen/heerenveen/6742/de-optimist/,OpenbaarBasisonderwijs157 leerlingenDalton,157,Heerenveen,Basic School
4701,Van Maasdijkschool,Van Beyma Thoe Kingmaweg 1,/basisscholen/heerenveen/6743/van-maasdijkschool/,OpenbaarBasisonderwijs173 leerlingen,173,Heerenveen,Basic School
4702,Ekke de Haanschool,Zegge 2,/basisscholen/heerenveen/6745/ekke-de-haanschool/,OpenbaarBasisonderwijs176 leerlingen,176,Heerenveen,Basic School
4703,Obs Het  Vogelnest,Tureluurstraat 20,/basisscholen/heerenveen/6746/obs-het-vogelnest/,OpenbaarBasisonderwijs90 leerlingen,90,Heerenveen,Basic School
4704,OBS Route 0513,Veluwelaan 47,/basisscholen/heerenveen/6747/obs-route-0513/,OpenbaarBasisonderwijs215 leerlingen,215,Heerenveen,Basic School
4705,School voor Speciaal Basisonderwijs It Oerset,Domela Nieuwenhuisweg 7,/basisscholen/heerenveen/6755/school-voor-speciaal-basisonderwijs-it-oerset/,OpenbaarSpeciaal basisonderwijs136 leerlingen,136,Heerenveen,Basic School
4706,o.b.s. Het Slingertouw,Schoterplein 29,/basisscholen/heerenveen/10650/obs-het-slingertouw/,OpenbaarBasisonderwijs409 leerlingen,409,Heerenveen,Basic School
4707,Christelijke Basisschool Spring!,Veluwelaan 47,/basisscholen/heerenveen/22588/christelijke-basisschool-spring/,Prot. christelijkBasisonderwijs119 leerlingen,119,Heerenveen,Basic School
4708,Christelijke Basisschool De Hoeksteen,Dr G van Schouwenlaan 2,/basisscholen/heerenveen/22590/christelijke-basisschool-de-hoeksteen/,Prot. christelijkBasisonderwijs166 leerlingen,166,Heerenveen,Basic School
4709,Christelijke Basisschool de Roerganger,Vogelwijk 21,/basisscholen/heerenveen/22592/christelijke-basisschool-de-roerganger/,Prot. christelijkBasisonderwijs194 leerlingen,194,Heerenveen,Basic School
4710,Chr Basissch Het Kompas,Jol 38,/basisscholen/heerenveen/22594/chr-basissch-het-kompas/,Prot. christelijkBasisonderwijs201 leerlingen,201,Heerenveen,Basic School
4711,De Burcht,Schoterplein 28,/basisscholen/heerenveen/21145/de-burcht/,Prot. christelijkBasisonderwijs424 leerlingen,424,Heerenveen,Basic School
4712,Basisschool Futura - school met de Bijbel,Beugel 201,/basisscholen/heerenveen/22685/basisschool-futura-school-met-de-bijbel/,Prot. christelijkBasisonderwijs45 leerlingen,45,Heerenveen,Basic School
4713,Meester Duisterhoutschool Heerenveen,Domela Nieuwenhuisweg 5,/basisscholen/heerenveen/23962/meester-duisterhoutschool-heerenveen/,OpenbaarSpeciaal onderwijs60 leerlingen,60,Heerenveen,Basic School
4714,Basisschool De Buitenkans,Fluessen 8,/basisscholen/heerenveen/24251/basisschool-de-buitenkans/,Algemeen bijzonderBasisonderwijs163 leerlingenNieuw / natuurlijk / conceptueel leren,163,Heerenveen,Basic School
4715,Tweestromen Basisschool,Bukestraat 3,/basisscholen/heerewaarden/10796/tweestromen-basisschool/,OpenbaarBasisonderwijs93 leerlingen,93,Heerewaarden,Basic School
4716,De Ruimte,Het Schild 2A,/basisscholen/heerhugowaard/5497/de-ruimte/,Algemeen bijzonderSpeciaal onderwijs140 leerlingen,140,Heerhugowaard,Basic School
4717,Antoniusschool Castricum,Van Foreeststraat 6,/basisscholen/heerhugowaard/5708/antoniusschool-castricum/,SamenwerkingSpeciaal onderwijs88 leerlingen,88,Heerhugowaard,Basic School
4718,Basisschool Nexus | voor speciaal basisonderwijs,Van Teylingenlaan 5,/basisscholen/heerhugowaard/23830/basisschool-nexus-voor-speciaal-basisonderwijs/,Algemeen bijzonderSpeciaal basisonderwijs88 leerlingen,88,Heerhugowaard,Basic School
4719,IKC Sint Joseph,Rozenhoutstraat 3,/basisscholen/heerhugowaard/25991/ikc-sint-joseph/,KatholiekBasisonderwijs146 leerlingen,146,Heerhugowaard,Basic School
4720,IKC De Poolster,Plutolaan 2 A,/basisscholen/heerhugowaard/9989/ikc-de-poolster/,OpenbaarBasisonderwijs152 leerlingenDalton,152,Heerhugowaard,Basic School
4721,De Helix,Oosterweg Noord 41,/basisscholen/heerhugowaard/6071/de-helix/,OpenbaarBasisonderwijs303 leerlingen,303,Heerhugowaard,Basic School
4722,obs De Carrousel,Smaragd 27,/basisscholen/heerhugowaard/9990/obs-de-carrousel/,OpenbaarBasisonderwijs250 leerlingenJenaplan,250,Heerhugowaard,Basic School
4723,OBS Atalanta,Zonnegloren 1,/basisscholen/heerhugowaard/9992/obs-atalanta/,OpenbaarBasisonderwijs303 leerlingen,303,Heerhugowaard,Basic School
4724,Openbare Basisschool De Hasselbraam,Anna Polaktuin 26,/basisscholen/heerhugowaard/6074/openbare-basisschool-de-hasselbraam/,OpenbaarBasisonderwijs164 leerlingen,164,Heerhugowaard,Basic School
4725,Familieschool,Jan Glijnisweg 61,/basisscholen/heerhugowaard/11949/familieschool/,KatholiekBasisonderwijs405 leerlingen,405,Heerhugowaard,Basic School
4726,PJ Smitschool,Dreef 12a,/basisscholen/heerhugowaard/11955/pj-smitschool/,KatholiekBasisonderwijs464 leerlingen,464,Heerhugowaard,Basic School
4727,Kindcentrum De Paperclip,Van Eedenplein 7,/basisscholen/heerhugowaard/11957/kindcentrum-de-paperclip/,KatholiekBasisonderwijs323 leerlingen,323,Heerhugowaard,Basic School
4728,Kindcentrum De Boomladder,Rozenlaan 6,/basisscholen/heerhugowaard/11958/kindcentrum-de-boomladder/,Confessioneel overigBasisonderwijs346 leerlingen,346,Heerhugowaard,Basic School
4729,Daltonschool Columbus,Weegbree 2,/basisscholen/heerhugowaard/8151/daltonschool-columbus/,Confessioneel overigBasisonderwijs312 leerlingenDalton,312,Heerhugowaard,Basic School
4730,Kindcentrum De Vaart,Standerdmolen 2 - 8,/basisscholen/heerhugowaard/8152/kindcentrum-de-vaart/,Confessioneel overigBasisonderwijs216 leerlingen,216,Heerhugowaard,Basic School
4731,Zevensprong,Saenredamlaan 2,/basisscholen/heerhugowaard/11959/zevensprong/,KatholiekBasisonderwijs219 leerlingen,219,Heerhugowaard,Basic School
4732,De Zonnewijzer,Middenweg 30 A,/basisscholen/heerhugowaard/8154/de-zonnewijzer/,KatholiekBasisonderwijs482 leerlingenJenaplan,482,Heerhugowaard,Basic School
4733,Kinddomein de Zeppelin,Anna Polaktuin 27,/basisscholen/heerhugowaard/8155/kinddomein-de-zeppelin/,KatholiekBasisonderwijs303 leerlingen,303,Heerhugowaard,Basic School
4734,Basisschool Reflector,Keerkring 49,/basisscholen/heerhugowaard/11960/basisschool-reflector/,KatholiekBasisonderwijs421 leerlingen,421,Heerhugowaard,Basic School
4735,Kindcentrum de Vlindertuin,Cornelia van Arkeldijk 24,/basisscholen/heerhugowaard/11961/kindcentrum-de-vlindertuin/,Prot. christelijkBasisonderwijs285 leerlingen,285,Heerhugowaard,Basic School
4736,De Nieuwe Draai,Oosterweg 49,/basisscholen/heerhugowaard/26641/de-nieuwe-draai/,Confessioneel overigBasisonderwijs96 leerlingen,96,Heerhugowaard,Basic School
4737,Openbare Basisschool Koningin Juliana School,Sportlaan 6B,/basisscholen/heerjansdam/24040/openbare-basisschool-koningin-juliana-school/,OpenbaarBasisonderwijs194 leerlingen,194,Heerjansdam,Basic School
4738,Christelijk kindcentrum De Rank,Sportlaan 6a,/basisscholen/heerjansdam/23024/christelijk-kindcentrum-de-rank/,Prot. christelijkBasisonderwijs96 leerlingen,96,Heerjansdam,Basic School
4739,KPO Basisschool Berkenveld,Herelsestraat 110,/basisscholen/heerle/8169/kpo-basisschool-berkenveld/,KatholiekBasisonderwijs83 leerlingen,83,Heerle,Basic School
4740,El Wahda Islamitische Basisschool,Voskuilenweg 137,/basisscholen/heerlen/5227/el-wahda-islamitische-basisschool/,Confessioneel overigBasisonderwijs207 leerlingen,207,Heerlen,Basic School
4741,Vrijeschool Helianthus,Kerkraderweg 7 B,/basisscholen/heerlen/5919/vrijeschool-helianthus/,Algemeen bijzonderBasisonderwijs311 leerlingen,311,Heerlen,Basic School
4742,Rooms Katholieke Basisschool De Wegwijzer,Mijnzetellaan 4,/basisscholen/heerlen/6447/rooms-katholieke-basisschool-de-wegwijzer/,KatholiekBasisonderwijs230 leerlingen,230,Heerlen,Basic School
4743,Basisschool Windekind,Van Weerden Poelmanstr 192,/basisscholen/heerlen/6456/basisschool-windekind/,KatholiekBasisonderwijs377 leerlingenOntwikkelingsgericht Onderwijs,377,Heerlen,Basic School
4744,Basisschool Martinus,De Doom 11,/basisscholen/heerlen/10426/basisschool-martinus/,KatholiekBasisonderwijs250 leerlingen,250,Heerlen,Basic School
4745,Basisschool Sint Tarcisius,Bekkerveld 30,/basisscholen/heerlen/6470/basisschool-sint-tarcisius/,KatholiekBasisonderwijs438 leerlingen,438,Heerlen,Basic School
4746,Rooms Katholieke Basisschool De Windwijzer,Egstraat 20,/basisscholen/heerlen/6471/rooms-katholieke-basisschool-de-windwijzer/,KatholiekBasisonderwijs234 leerlingen,234,Heerlen,Basic School
4747,Broederschool,Kerkraderweg 7,/basisscholen/heerlen/6472/broederschool/,KatholiekBasisonderwijs189 leerlingenOntwikkelingsgericht Onderwijs,189,Heerlen,Basic School
4748,Basisschool Eikenderveld,Sint Angelastraat 11,/basisscholen/heerlen/10427/basisschool-eikenderveld/,KatholiekBasisonderwijs127 leerlingen,127,Heerlen,Basic School
4749,Basisschool de Horizon,Grasbroekerweg 124,/basisscholen/heerlen/10428/basisschool-de-horizon/,KatholiekBasisonderwijs244 leerlingen,244,Heerlen,Basic School
4750,Kindcentrum Paulus,Laurierstraat 72,/basisscholen/heerlen/6473/kindcentrum-paulus/,KatholiekBasisonderwijs126 leerlingen,126,Heerlen,Basic School
4751,Rooms Katholieke Basisschool De Schakel,Zes Landenstraat 1,/basisscholen/heerlen/6474/rooms-katholieke-basisschool-de-schakel/,KatholiekBasisonderwijs215 leerlingen,215,Heerlen,Basic School
4752,Speciaal Onderwijs Voortgezet Speciaal Onderwijs Catharina,Smidserweg 4,/basisscholen/heerlen/10430/speciaal-onderwijs-voortgezet-speciaal-onderwijs-catharina/,KatholiekSpeciaal onderwijs134 leerlingen,134,Heerlen,Basic School
4753,RK speciale school voor basisonderwijs de Griffel,Heldevierlaan 6,/basisscholen/heerlen/10431/rk-speciale-school-voor-basisonderwijs-de-griffel/,KatholiekSpeciaal basisonderwijs307 leerlingen,307,Heerlen,Basic School
4754,SO De Pyler,Meezenbroekerweg 5,/basisscholen/heerlen/6476/so-de-pyler/,KatholiekSpeciaal onderwijs166 leerlingen,166,Heerlen,Basic School
4755,RK Bs Gerardus Majella,Hei-Grindelweg 88,/basisscholen/heerlen/10450/rk-bs-gerardus-majella/,KatholiekBasisonderwijs159 leerlingen,159,Heerlen,Basic School
4756,basisschool Mijn Spoor,Belemnieterf 10,/basisscholen/heerlen/6507/basisschool-mijn-spoor/,KatholiekBasisonderwijs203 leerlingen,203,Heerlen,Basic School
4757,RK BS De Ganzerik,Caeciliastraat 19,/basisscholen/heerlen/10461/rk-bs-de-ganzerik/,KatholiekBasisonderwijs260 leerlingen,260,Heerlen,Basic School
4758,Taalschool de WereldDelen,Gaffelhof 73,/basisscholen/heerlen/24105/taalschool-de-werelddelen/,KatholiekBasisonderwijs,,Heerlen,Basic School
4759,Basisschool Frans Postma,Merwedestraat 16,/basisscholen/heerlen/10466/basisschool-frans-postma/,Algemeen bijzonderBasisonderwijs171 leerlingen,171,Heerlen,Basic School
4760,OBS de Tovercirkel,Akerstraat 97,/basisscholen/heerlen/10469/obs-de-tovercirkel/,OpenbaarBasisonderwijs173 leerlingen,173,Heerlen,Basic School
4761,OBS de Tovercirkel dislocatie,Benzenraderweg 270,/basisscholen/heerlen/21840/obs-de-tovercirkel-dislocatie/,OpenbaarBasisonderwijs211 leerlingen,211,Heerlen,Basic School
4762,OBS de Droomboom,Limburgiastraat 34,/basisscholen/heerlen/10470/obs-de-droomboom/,OpenbaarBasisonderwijs272 leerlingen,272,Heerlen,Basic School
4763,De Buitenhof school voor speciaal en voortgezet speciaal onderwijs,Kloosterkensweg 6,/basisscholen/heerlen/7297/de-buitenhof-school-voor-speciaal-en-voortgezet-speciaal-onderwijs/,Algemeen bijzonderSpeciaal onderwijs57 leerlingen,57,Heerlen,Basic School
4764,Basisschool Emmaus,Dr Saal van Zwanenbergln 115,/basisscholen/heesch/9790/basisschool-emmaus/,KatholiekBasisonderwijs499 leerlingen,499,Heesch,Basic School
4765,Basisschool De Kiem,De Ploeg 101,/basisscholen/heesch/9792/basisschool-de-kiem/,KatholiekBasisonderwijs127 leerlingen,127,Heesch,Basic School
4766,Samenwerkingsschool Eikenwijs,'t Vijfeiken 36,/basisscholen/heesch/5893/samenwerkingsschool-eikenwijs/,SamenwerkingBasisonderwijs504 leerlingen,504,Heesch,Basic School
4767,Basisschool het Mozaiek,Pastoor Maasstraat 15,/basisscholen/heeswijk-dinther/26790/basisschool-het-mozaiek/,KatholiekBasisonderwijs197 leerlingen,197,Heeswijk-Dinther,Basic School
4768,Basisschool 't Palet,Steen- en Stokstraat 2,/basisscholen/heeswijk-dinther/26792/basisschool-t-palet/,KatholiekBasisonderwijs231 leerlingen,231,Heeswijk-Dinther,Basic School
4769,De Bolderik,Het Geleer 33,/basisscholen/heeswijk-dinther/25127/de-bolderik/,OpenbaarBasisonderwijs114 leerlingen,114,Heeswijk-Dinther,Basic School
4770,Sint Bernadette,Weseperweg 2,/basisscholen/heeten/9407/sint-bernadette/,KatholiekBasisonderwijs259 leerlingen,259,Heeten,Basic School
4771,Merlebos,De Spinner 6,/basisscholen/heeze/5312/merlebos/,KatholiekBasisonderwijs192 leerlingen,192,Heeze,Basic School
4772,Kindcentrum De Parel,Pastoor Gastlaan 2,/basisscholen/heeze/5313/kindcentrum-de-parel/,KatholiekBasisonderwijs140 leerlingen,140,Heeze,Basic School
4773,Basisschool Dirk Hezius,Schoolstraat 1,/basisscholen/heeze/5315/basisschool-dirk-hezius/,KatholiekBasisonderwijs192 leerlingen,192,Heeze,Basic School
4774,Openbare Basisschool De Trumakkers,De Spinner 2,/basisscholen/heeze/10866/openbare-basisschool-de-trumakkers/,OpenbaarBasisonderwijs192 leerlingen,192,Heeze,Basic School
4775,De Berkenschutse,Sterkselseweg 65,/basisscholen/heeze/8139/de-berkenschutse/,KatholiekSpeciaal onderwijs169 leerlingen,169,Heeze,Basic School
4776,Basisschool Onder De Linde,Past. Debijestraat 8,/basisscholen/hegelsom/7789/basisschool-onder-de-linde/,KatholiekBasisonderwijs158 leerlingen,158,Hegelsom,Basic School
4777,CBS De Ontdekking,Pleinstraat 13 a,/basisscholen/hei-en-boeicop/24327/cbs-de-ontdekking/,Prot. christelijkBasisonderwijs81 leerlingen,81,Hei- en Boeicop,Basic School
4778,De Widdonckschool Heibloem,Meijelseweg 2 B,/basisscholen/heibloem/9607/de-widdonckschool-heibloem/,KatholiekSpeciaal onderwijs91 leerlingen,91,Heibloem,Basic School
4779,Basisschool De Heihorst,Pater van Donstraat 2 A,/basisscholen/heibloem/26485/basisschool-de-heihorst/,KatholiekBasisonderwijs43 leerlingenOntwikkelingsgericht Onderwijs,43,Heibloem,Basic School
4780,RK Basisschool De Heggerank,Sleedoornstraat 3,/basisscholen/heijen/5153/rk-basisschool-de-heggerank/,KatholiekBasisonderwijs113 leerlingenOntwikkelingsgericht Onderwijs,113,Heijen,Basic School
4781,Basisschool Het Kompas,De Polderstraat 44,/basisscholen/heijningen/7212/basisschool-het-kompas/,Prot. christelijkBasisonderwijs31 leerlingen,31,Heijningen,Basic School
4782,Basisschool Heidepoort,Margrietstraat 2,/basisscholen/heikant/5465/basisschool-heidepoort/,KatholiekBasisonderwijs56 leerlingen,56,Heikant,Basic School
4783,Openbare Basisschool Heiligerlee,Schoollaan 5,/basisscholen/heiligerlee/6819/openbare-basisschool-heiligerlee/,OpenbaarBasisonderwijs79 leerlingen,79,Heiligerlee,Basic School
4784,CBS Mons Sinaï,Provincialeweg 33,/basisscholen/heiligerlee/11163/cbs-mons-sinai/,Prot. christelijkBasisonderwijs72 leerlingen,72,Heiligerlee,Basic School
4785,Jan van Rijckenborghschool,Trompenburg 49,/basisscholen/heiloo/4936/jan-van-rijckenborghschool/,Algemeen bijzonderBasisonderwijs94 leerlingen,94,Heiloo,Basic School
4786,Kindcentrum De Duif,Marienstein 180,/basisscholen/heiloo/5392/kindcentrum-de-duif/,Prot. christelijkBasisonderwijs219 leerlingen,219,Heiloo,Basic School
4787,De Zuidwester,Boekenstein 43,/basisscholen/heiloo/9733/de-zuidwester/,OpenbaarBasisonderwijs143 leerlingen,143,Heiloo,Basic School
4788,De Springschans,Breedelaan 6,/basisscholen/heiloo/9738/de-springschans/,OpenbaarBasisonderwijs236 leerlingen,236,Heiloo,Basic School
4789,Openbare Basisschool Meander,De Hucht 2,/basisscholen/heiloo/9739/openbare-basisschool-meander/,OpenbaarBasisonderwijs169 leerlingen,169,Heiloo,Basic School
4790,St. Radboud,Slimpad 18,/basisscholen/heiloo/8148/st-radboud/,KatholiekBasisonderwijs316 leerlingen,316,Heiloo,Basic School
4791,Benedictusschool Kindcentrum,J.P. Hasebroekweg 21,/basisscholen/heiloo/11954/benedictusschool-kindcentrum/,KatholiekBasisonderwijs185 leerlingen,185,Heiloo,Basic School
4792,Kindcentrum Willibrord,Boekenstein 47,/basisscholen/heiloo/11956/kindcentrum-willibrord/,KatholiekBasisonderwijs168 leerlingen,168,Heiloo,Basic School
4793,Kindcentrum De Ontdekkers,De Hucht 6,/basisscholen/heiloo/8153/kindcentrum-de-ontdekkers/,KatholiekBasisonderwijs105 leerlingenOntwikkelingsgericht Onderwijs,105,Heiloo,Basic School
4794,Elckerlyc Basisschool voor Freinetonderwijs,Boekenstein 45,/basisscholen/heiloo/8544/elckerlyc-basisschool-voor-freinetonderwijs/,Algemeen bijzonderBasisonderwijs159 leerlingenFreinet,159,Heiloo,Basic School
4795,Christelijke Basisschool De Regenboog,Heyne van Althenastraat 4,/basisscholen/heinenoord/5804/christelijke-basisschool-de-regenboog/,Prot. christelijkBasisonderwijs128 leerlingen,128,Heinenoord,Basic School
4796,OBS Het Anker,Heyne van Althenastraat 2,/basisscholen/heinenoord/10234/obs-het-anker/,OpenbaarBasisonderwijs82 leerlingen,82,Heinenoord,Basic School
4797,Burgemeester van Bommelschool,van Galenstraat 9,/basisscholen/heinenoord/10235/burgemeester-van-bommelschool/,OpenbaarBasisonderwijs47 leerlingen,47,Heinenoord,Basic School
4798,Alberoschool Cbs De Wegwijzer,Mr Dr Meslaan 2,/basisscholen/heinkenszand/6789/alberoschool-cbs-de-wegwijzer/,Prot. christelijkBasisonderwijs108 leerlingenIPC,108,Heinkenszand,Basic School
4799,Omnis Kindcentrum De Reiger,Mr Dr Meslaan 6,/basisscholen/heinkenszand/22978/omnis-kindcentrum-de-reiger/,OpenbaarBasisonderwijs90 leerlingen,90,Heinkenszand,Basic School
4800,Jan van Schengenschool,Mr Dr Meslaan 8,/basisscholen/heinkenszand/25673/jan-van-schengenschool/,KatholiekBasisonderwijs247 leerlingen,247,Heinkenszand,Basic School
4801,De Dolfijn,Grote Beukelaer 2,/basisscholen/heino/5541/de-dolfijn/,KatholiekBasisonderwijs284 leerlingenDalton,284,Heino,Basic School
4802,Basisschool De Gouden Emmer,Grote Beukelaer 2,/basisscholen/heino/5542/basisschool-de-gouden-emmer/,Prot. christelijkBasisonderwijs71 leerlingen,71,Heino,Basic School
4803,Openbare brede school de Springplank,Koningin Julianastraat 3,/basisscholen/heino/10354/openbare-brede-school-de-springplank/,OpenbaarBasisonderwijs201 leerlingen,201,Heino,Basic School
4804,Kindcentrum NatuurTalent,Kloosterstraat 14,/basisscholen/helden/7801/kindcentrum-natuurtalent/,KatholiekBasisonderwijs103 leerlingen,103,Helden,Basic School
4805,Dalton Kindcentrum de Liaan,Past Knippenberghstraat 29,/basisscholen/helden/11602/dalton-kindcentrum-de-liaan/,KatholiekBasisonderwijs260 leerlingenDalton,260,Helden,Basic School
4806,De Peelparel,Oude Peelstraat 10,/basisscholen/helenaveen/5877/de-peelparel/,KatholiekBasisonderwijs88 leerlingen,88,Helenaveen,Basic School
4807,Basissch De Marliaantjes,Hammerweg 8,/basisscholen/hellendoorn/23374/basissch-de-marliaantjes/,Prot. christelijkBasisonderwijs49 leerlingen,49,Hellendoorn,Basic School
4808,Basisschool Sint Sebastianus,Bibenstraat 19,/basisscholen/hellendoorn/11834/basisschool-sint-sebastianus/,KatholiekBasisonderwijs168 leerlingen,168,Hellendoorn,Basic School
4809,SO/VSO De Elimschool (speciaal en voortgezet speciaal onderwijs -cluster 4),Luttenbergerweg 11,/basisscholen/hellendoorn/12241/so-vso-de-elimschool-speciaal-en-voortgezet-speciaal-onderwijs-cluster-4/,Confessioneel overigSpeciaal onderwijs113 leerlingen,113,Hellendoorn,Basic School
4810,Basisschool Jan Barbier,Ommerweg 138,/basisscholen/hellendoorn/12329/basisschool-jan-barbier/,Prot. christelijkBasisonderwijs32 leerlingen,32,Hellendoorn,Basic School
4811,Basisschool De Es,Noord Esweg 26,/basisscholen/hellendoorn/12331/basisschool-de-es/,Prot. christelijkBasisonderwijs198 leerlingenErvaringsgericht Onderwijs,198,Hellendoorn,Basic School
4812,RKBS Ravense Poort,Rode Kruislaan 3,/basisscholen/hellevoetsluis/26083/rkbs-ravense-poort/,KatholiekBasisonderwijs551 leerlingen,551,Hellevoetsluis,Basic School
4813,Basisschool de Regenboog,Kreeft 37,/basisscholen/hellevoetsluis/25924/basisschool-de-regenboog/,Prot. christelijkBasisonderwijs256 leerlingen,256,Hellevoetsluis,Basic School
4814,De Bron,Plataanlaan 6,/basisscholen/hellevoetsluis/25925/de-bron/,Prot. christelijkBasisonderwijs178 leerlingen,178,Hellevoetsluis,Basic School
4815,School voor Speciaal Basisonderwijs De Windroos,Bolwerk 46,/basisscholen/hellevoetsluis/10600/school-voor-speciaal-basisonderwijs-de-windroos/,OpenbaarSpeciaal basisonderwijs122 leerlingen,122,Hellevoetsluis,Basic School
4816,Openbare Basisschool de Wateringe,Bremstraat 1,/basisscholen/hellevoetsluis/6687/openbare-basisschool-de-wateringe/,OpenbaarBasisonderwijs166 leerlingen,166,Hellevoetsluis,Basic School
4817,1ste Openbare Montessorischool Hellevoetsluis,Rie Mastenbroekplein 2,/basisscholen/hellevoetsluis/26114/1ste-openbare-montessorischool-hellevoetsluis/,OpenbaarBasisonderwijs186 leerlingenMontessori,186,Hellevoetsluis,Basic School
4818,Openbare basisschool Het Palet,Jachthoornpad 1,/basisscholen/hellevoetsluis/6689/openbare-basisschool-het-palet/,OpenbaarBasisonderwijs384 leerlingenDalton,384,Hellevoetsluis,Basic School
4819,OBS 't Schrijverke,P A de Genestetlaan 2,/basisscholen/hellevoetsluis/6690/obs-t-schrijverke/,OpenbaarBasisonderwijs170 leerlingen,170,Hellevoetsluis,Basic School
4820,Openbare Basisschool de Kring,Kasteelpad 4,/basisscholen/hellevoetsluis/10605/openbare-basisschool-de-kring/,OpenbaarBasisonderwijs378 leerlingen,378,Hellevoetsluis,Basic School
4821,Samenwerkingsschool De Brandaris,Branding 47-55,/basisscholen/hellevoetsluis/6691/samenwerkingsschool-de-brandaris/,SamenwerkingBasisonderwijs353 leerlingen,353,Hellevoetsluis,Basic School
4822,Openbare Basisschool de Houthoeffe,Kreeft 35,/basisscholen/hellevoetsluis/10606/openbare-basisschool-de-houthoeffe/,OpenbaarBasisonderwijs390 leerlingen,390,Hellevoetsluis,Basic School
4823,Gelinckschool Hellevoetsluis,Rie Mastenbroekplein 2,/basisscholen/hellevoetsluis/7979/gelinckschool-hellevoetsluis/,Algemeen bijzonderSpeciaal onderwijs7 leerlingen,7,Hellevoetsluis,Basic School
4824,CBS De Kievitsheuvel,Korfgraaf 10,/basisscholen/hellouw/23328/cbs-de-kievitsheuvel/,Prot. christelijkBasisonderwijs104 leerlingen,104,Hellouw,Basic School
4825,Taalbrug Junior,Hortensialaan 87,/basisscholen/helmond/24220/taalbrug-junior/,Algemeen bijzonderSpeciaal onderwijs83 leerlingen,83,Helmond,Basic School
4826,School voor Speciaal Basisonderwijs De Toermalijn,Raafstraat 8,/basisscholen/helmond/24354/school-voor-speciaal-basisonderwijs-de-toermalijn/,KatholiekSpeciaal basisonderwijs182 leerlingen,182,Helmond,Basic School
4827,Basissch De Korenaar,Rector Heuvelsstraat 4,/basisscholen/helmond/4952/basissch-de-korenaar/,KatholiekBasisonderwijs207 leerlingen,207,Helmond,Basic School
4828,Kindcentrum de Vlier,Maaslaan 197,/basisscholen/helmond/8858/kindcentrum-de-vlier/,KatholiekBasisonderwijs263 leerlingen,263,Helmond,Basic School
4829,IKC Trudo,St. Trudostraat 2,/basisscholen/helmond/8859/ikc-trudo/,KatholiekBasisonderwijs219 leerlingen,219,Helmond,Basic School
4830,Kindcentrum Westwijzer,Cortenbachstraat 70,/basisscholen/helmond/4953/kindcentrum-westwijzer/,KatholiekBasisonderwijs199 leerlingen,199,Helmond,Basic School
4831,Brede basisschool De Vuurvogel,Prins Karelstraat 127,/basisscholen/helmond/4954/brede-basisschool-de-vuurvogel/,KatholiekBasisonderwijs410 leerlingen,410,Helmond,Basic School
4832,Kindcentrum Mozaiek,Nieuwveld 61,/basisscholen/helmond/4955/kindcentrum-mozaiek/,KatholiekBasisonderwijs375 leerlingen,375,Helmond,Basic School
4833,Daltonkindcentrum Talentrijk,Theo Driessenhof 35,/basisscholen/helmond/8860/daltonkindcentrum-talentrijk/,KatholiekBasisonderwijs227 leerlingenDalton,227,Helmond,Basic School
4834,In het hart van het hout,Slegersstraat 2 A,/basisscholen/helmond/4957/in-het-hart-van-het-hout/,KatholiekBasisonderwijs331 leerlingen,331,Helmond,Basic School
4835,Kindcentrum Dierdonk,Nijendaldreef 1,/basisscholen/helmond/4959/kindcentrum-dierdonk/,KatholiekBasisonderwijs426 leerlingen,426,Helmond,Basic School
4836,Bs De Vendelier,Schutsboom 67,/basisscholen/helmond/8863/bs-de-vendelier/,KatholiekBasisonderwijs421 leerlingen,421,Helmond,Basic School
4837,Mondomijn,Abendonk 17,/basisscholen/helmond/8864/mondomijn/,KatholiekBasisonderwijs380 leerlingenNieuw / natuurlijk / conceptueel leren,380,Helmond,Basic School
