name,address,link,details,n_students,neighborhood,type
CBS De Vossenburcht,Jachtlaan 17,/basisscholen/winschoten/7316/cbs-de-vossenburcht/,Prot. christelijk,170.0,Winschoten,Basic School
Basisschool De Leilinde - school met de Bijbel,Burg. H.J. Wichersstraat 14,/basisscholen/winschoten/25475/basisschool-de-leilinde-school-met-de-bijbel/,Prot. christelijk,65.0,Winschoten,Basic School
IKC St. Vitus,Dwingeloweg 19,/basisscholen/winschoten/7728/ikc-st-vitus/,Katholiek Basisonderwijs148,148.0,Winschoten,Basic School
Kindcentrum De Wegwijzer,Molenstraat 1,/basisscholen/winssen/26031/kindcentrum-de-wegwijzer/,Katholiek Basisonderwijs140,140.0,Winssen,Basic School
OBS it Bynt,Molepaed 21,/basisscholen/winsum-fryslân/11232/obs-it-bynt/,Openbaar Basisonderwijs120,120.0,Winsum (Fryslân),Basic School
Openbare Basisschool De 9 Wieken,Het Hooge Heem 1,/basisscholen/winsum-groningen/8247/openbare-basisschool-de-9-wieken/,Openbaar Basisonderwijs203,203.0,Winsum (Groningen),Basic School
Openbare basisschool Tiggeldobbe,De Meeden 1G,/basisscholen/winsum-groningen/8248/openbare-basisschool-tiggeldobbe/,Openbaar Basisonderwijs191,191.0,Winsum (Groningen),Basic School
Gbs De Wierde,Aemckenheerd 2,/basisscholen/winsum-groningen/5139/gbs-de-wierde/,Prot. christelijk,173.0,Winsum (Groningen),Basic School
Protestants Christelijke BasisschoolDe Piramiden,Hamrik 6,/basisscholen/winsum-groningen/5954/protestants-christelijke-basisschoolde-piramiden/,Prot. christelijk,117.0,Winsum (Groningen),Basic School
De Borgschool,Borgweg 46,/basisscholen/winsum-groningen/9872/de-borgschool/,Prot. christelijk,124.0,Winsum (Groningen),Basic School
Bs de  Disselboom,Kerkstraat 12,/basisscholen/wintelre/12094/bs-de-disselboom/,Katholiek Basisonderwijs186,186.0,Wintelre,Basic School
School voor Speciaal Basisonderwijs De Korenburg,Morsestraat 21 A,/basisscholen/winterswijk/10284/school-voor-speciaal-basisonderwijs-de-korenburg/,Openbaar Speciaal,106.0,Winterswijk,Basic School
Openbare Basisschool Bargerpaske,Voorninklaan 1,/basisscholen/winterswijk/6407/openbare-basisschool-bargerpaske/,Openbaar Basisonderwijs205,205.0,Winterswijk,Basic School
Openbare Basisschool De Schakel,Violenstraat 1 A,/basisscholen/winterswijk/10379/openbare-basisschool-de-schakel/,Openbaar Basisonderwijs98,98.0,Winterswijk,Basic School
Openbare Basisschool De Kolibrie,Hakkelerkampstraat 55,/basisscholen/winterswijk/10380/openbare-basisschool-de-kolibrie/,Openbaar Basisonderwijs297,297.0,Winterswijk,Basic School
Openbare Basisschool Stegeman,Pronsweg 5,/basisscholen/winterswijk/10381/openbare-basisschool-stegeman/,Openbaar Basisonderwijs192,192.0,Winterswijk,Basic School
Daltonschool Wilhelmina,Burgemeester van Nispenstraat 36,/basisscholen/winterswijk/11088/daltonschool-wilhelmina/,Prot. christelijk,181.0,Winterswijk,Basic School
cbs de Bataaf,Hortensialaan 18d,/basisscholen/winterswijk/11091/cbs-de-bataaf/,Prot. christelijk,91.0,Winterswijk,Basic School
Julianaschool,Corleseweg 4,/basisscholen/winterswijk/7234/julianaschool/,Prot. christelijk,131.0,Winterswijk,Basic School
Daltonschool De Vlier,Vlierstraat 7,/basisscholen/winterswijk/7654/daltonschool-de-vlier/,Katholiek Basisonderwijs154,154.0,Winterswijk,Basic School
Basisschool St Jozef,Schoolstraat 1,/basisscholen/winterswijk/11453/basisschool-st-jozef/,Katholiek Basisonderwijs190,190.0,Winterswijk,Basic School
Vrije Basisschool De Esch,Rusthuisstraat 28,/basisscholen/winterswijk/12107/vrije-basisschool-de-esch/,Algemeen bijzonder,96.0,Winterswijk,Basic School
Christelijke basisschool De Emma,Vredenseweg 170,/basisscholen/winterswijk-henxel/7228/christelijke-basisschool-de-emma/,Prot. christelijk,60.0,Winterswijk Henxel,Basic School
Openbare Basisschool T Walien,Walienseweg 8,/basisscholen/winterswijk-huppel/6410/openbare-basisschool-t-walien/,Openbaar Basisonderwijs108,108.0,Winterswijk Huppel,Basic School
Openbare Basisschool Kotten,Meester Meinenweg 14,/basisscholen/winterswijk-kotten/6408/openbare-basisschool-kotten/,Openbaar Basisonderwijs38,38.0,Winterswijk Kotten,Basic School
Basisschool 't Kempken,Beuksveld 6,/basisscholen/winterswijk-meddo/8491/basisschool-t-kempken/,Confessioneel overig,77.0,Winterswijk Meddo,Basic School
Openbare Basisschool Miste/Corle,Brinkeweg 15,/basisscholen/winterswijk-miste/6409/openbare-basisschool-miste-corle/,Openbaar Basisonderwijs27,27.0,Winterswijk Miste,Basic School
Openbare Basisschool Woold,Schoolweg 13,/basisscholen/winterswijk-woold/6411/openbare-basisschool-woold/,Openbaar Basisonderwijs79,79.0,Winterswijk Woold,Basic School
Doarpsskoalle Wurdum,Theodorus Beekhuisstr 2,/basisscholen/wirdum-fryslân/6222/doarpsskoalle-wurdum/,Samenwerking Basisonderwijs88,88.0,Wirdum (Fryslân),Basic School
Openbare Basisschool De Vliete,Julianastraat 30,/basisscholen/wissenkerke/25494/openbare-basisschool-de-vliete/,Openbaar Basisonderwijs96,96.0,Wissenkerke,Basic School
Protestants Christelijke Basisschool De Triangel,Balkerweg 59,/basisscholen/witharen/24834/protestants-christelijke-basisschool-de-triangel/,Prot. christelijk,36.0,Witharen,Basic School
Basisschool De Utskoat,De Tsjasker 4,/basisscholen/witmarsum/7387/basisschool-de-utskoat/,Openbaar Basisonderwijs85,85.0,Witmarsum,Basic School
Christelijke Basisschool De Bonkelder,De Tsjasker 2,/basisscholen/witmarsum/22667/christelijke-basisschool-de-bonkelder/,Prot. christelijk,79.0,Witmarsum,Basic School
Christelijke Basisschool De Grunslach,Lytse Buorren 27,/basisscholen/wjelsryp/22649/christelijke-basisschool-de-grunslach/,Prot. christelijk,51.0,Wjelsryp,Basic School
Fortuna Woensdrecht,Berglaan 10,/basisscholen/woensdrecht/9185/fortuna-woensdrecht/,Katholiek Basisonderwijs186,186.0,Woensdrecht,Basic School
Christelijke Constantijnschool,Botter 2,/basisscholen/woerden/5983/christelijke-constantijnschool/,Prot. christelijk,230.0,Woerden,Basic School
Willem van Oranje,Goudenregenstraat 2 A,/basisscholen/woerden/9896/willem-van-oranje/,Prot. christelijk,288.0,Woerden,Basic School
R. de Jagerschool,Van Slingelandt-lanen 145,/basisscholen/woerden/5984/r-de-jagerschool/,Prot. christelijk,172.0,Woerden,Basic School
Willem Alexanderschool,Anton Mauvestraat 1,/basisscholen/woerden/5985/willem-alexanderschool/,Prot. christelijk,300.0,Woerden,Basic School
Wilhelminaschool,Oostsingel 4,/basisscholen/woerden/9897/wilhelminaschool/,Prot. christelijk,209.0,Woerden,Basic School
Johan Frisoschool,Het Spaarne 7 B,/basisscholen/woerden/5986/johan-frisoschool/,Prot. christelijk,229.0,Woerden,Basic School
Margrietschool,Alpenstraat 3,/basisscholen/woerden/9898/margrietschool/,Prot. christelijk,403.0,Woerden,Basic School
"De Achtsprong, openbare daltonschool",Stromenlaan 128 A,/basisscholen/woerden/10489/de-achtsprong-openbare-daltonschool/,Openbaar Basisonderwijs95,95.0,Woerden,Basic School
Basisschool Rembrandt van Rijn,Jozef Israelslaan 31,/basisscholen/woerden/21863/basisschool-rembrandt-van-rijn/,Openbaar Basisonderwijs76,76.0,Woerden,Basic School
Andersenschool,Andersenhof 2,/basisscholen/woerden/6544/andersenschool/,Openbaar Basisonderwijs252,252.0,Woerden,Basic School
Jan de Bakkerschool,Irisstraat 2,/basisscholen/woerden/11461/jan-de-bakkerschool/,Prot. christelijk,166.0,Woerden,Basic School
SBO De Keerkring,Rembrandtlaan 50,/basisscholen/woerden/11853/sbo-de-keerkring/,Algemeen bijzonder,180.0,Woerden,Basic School
KBs Franciscus,Pinksterbloemweide 15,/basisscholen/woerden/8044/kbs-franciscus/,Katholiek Basisonderwijs167,167.0,Woerden,Basic School
KBs De Molenwiek,Stromenlaan 145 -147,/basisscholen/woerden/8045/kbs-de-molenwiek/,Katholiek Basisonderwijs132,132.0,Woerden,Basic School
KBs De Schakel,Van Hogendorplaan 30,/basisscholen/woerden/8046/kbs-de-schakel/,Katholiek Basisonderwijs219,219.0,Woerden,Basic School
KBs De Wegwijzer,Essenlaan 1,/basisscholen/woerden/8047/kbs-de-wegwijzer/,Katholiek Basisonderwijs134,134.0,Woerden,Basic School
KBs De Regenboog,Kallameer 2,/basisscholen/woerden/8048/kbs-de-regenboog/,Katholiek Basisonderwijs438,438.0,Woerden,Basic School
Jenaplanschool De Kring,Jan Steenstraat 102,/basisscholen/woerden/24417/jenaplanschool-de-kring/,Openbaar Basisonderwijs105,105.0,Woerden,Basic School
Protestants Christelijk Basisonderwijs De Meent,Korte Meentweg 13,/basisscholen/woerdense-verlaat/22849/protestants-christelijk-basisonderwijs-de-meent/,Prot. christelijk,46.0,Woerdense Verlaat,Basic School
Basisschool de Speelwagen,Conferencelaan 1,/basisscholen/wognum/10144/basisschool-de-speelwagen/,Openbaar Basisonderwijs160,160.0,Wognum,Basic School
Basisschool Sint Hieronymus,Kerkweg 16,/basisscholen/wognum/12019/basisschool-sint-hieronymus/,Katholiek Basisonderwijs381,381.0,Wognum,Basic School
Qworzo,Burg. Garreltsweg 31,/basisscholen/woldendorp/10652/qworzo/,Openbaar Basisonderwijs107,107.0,Woldendorp,Basic School
Prinses Beatrixschool,Balijeweg 20 A,/basisscholen/wolfheze/10276/prinses-beatrixschool/,Prot. christelijk,63.0,Wolfheze,Basic School
Alberoschool Het Samenspel,Van der Baanstraat 26,/basisscholen/wolphaartsdijk/6788/alberoschool-het-samenspel/,Samenwerking Basisonderwijs117,117.0,Wolphaartsdijk,Basic School
Johannes Calvijn-School,Gardenierhof 31,/basisscholen/wolphaartsdijk/24823/johannes-calvijn-school/,Prot. christelijk,76.0,Wolphaartsdijk,Basic School
Bs Woltersum,Kerkpad 10,/basisscholen/woltersum/6757/bs-woltersum/,Openbaar Basisonderwijs30,30.0,Woltersum,Basic School
Sint Franciscusschool                              (JKC Sint Franciscus),Lycklamaweg 14,/basisscholen/wolvega/5690/sint-franciscusschool-jkc-sint-franciscus/,Katholiek Basisonderwijs239,239.0,Wolvega,Basic School
"Jenaplan basisschool Mgr. Scholtensschool, onderdeel van IKC Scholtens",Wilhelminastraat 18,/basisscholen/wolvega/5697/jenaplan-basisschool-mgr-scholtensschool-onderdeel-van-ikc-scholtens/,Katholiek Basisonderwijs147,147.0,Wolvega,Basic School
Protestants Christelijke Basisschool De Wegwijzer,Paulus Potterstraat 13 B,/basisscholen/wolvega/5969/protestants-christelijke-basisschool-de-wegwijzer/,Prot. christelijk,87.0,Wolvega,Basic School
CBS De Adelaar,Heerenveenseweg 36,/basisscholen/wolvega/9887/cbs-de-adelaar/,Prot. christelijk,61.0,Wolvega,Basic School
Basisschool Heidepolle,Paulus Potterstraat 13,/basisscholen/wolvega/6892/basisschool-heidepolle/,Openbaar Basisonderwijs158,158.0,Wolvega,Basic School
OBS Dalton Zuid Wolvega,Oranje Nassaulaan 51,/basisscholen/wolvega/6893/obs-dalton-zuid-wolvega/,Openbaar Basisonderwijs113,113.0,Wolvega,Basic School
Basisschool Tuindorp,Grote vuurvlinder 2,/basisscholen/wolvega/10770/basisschool-tuindorp/,Openbaar Basisonderwijs189,189.0,Wolvega,Basic School
Dorpsschool,Lijsterstraat 6,/basisscholen/wolvega/6895/dorpsschool/,Openbaar Basisonderwijs84,84.0,Wolvega,Basic School
School voor Speciaal Basisonderwijs De Triade,Andries Veenstrastraat 27,/basisscholen/wolvega/10781/school-voor-speciaal-basisonderwijs-de-triade/,Openbaar Speciaal,53.0,Wolvega,Basic School
Openbare Basisschool De Opslach,Walperterwei 14 C,/basisscholen/wommels/11233/openbare-basisschool-de-opslach/,Openbaar Basisonderwijs82,82.0,Wommels,Basic School
Christelijke Basisschool It Fûnemint,Walperterwei 14,/basisscholen/wommels/22657/christelijke-basisschool-it-funemint/,Prot. christelijk,181.0,Wommels,Basic School
Basisschool St Ludgerus,Weverswei 4a,/basisscholen/workum/5692/basisschool-st-ludgerus/,Katholiek Basisonderwijs119,119.0,Workum,Basic School
't Finster,Weverswei 3,/basisscholen/workum/10047/t-finster/,Prot. christelijk,164.0,Workum,Basic School
Openbare Basisschool De Pipegaal,Weverswei 3A,/basisscholen/workum/7390/openbare-basisschool-de-pipegaal/,Openbaar Basisonderwijs102,102.0,Workum,Basic School
Interconfessionele Basisschool WormerWieken,De Balk 2A 2B,/basisscholen/wormer/5945/interconfessionele-basisschool-wormerwieken/,Confessioneel overig,235.0,Wormer,Basic School
Openbare Basisschool De Eendragt,Zandweg 15,/basisscholen/wormer/6250/openbare-basisschool-de-eendragt/,Openbaar Basisonderwijs323,323.0,Wormer,Basic School
Openbare Basisschool Weremere,Kameelstraat 24,/basisscholen/wormer/6252/openbare-basisschool-weremere/,Openbaar Basisonderwijs366,366.0,Wormer,Basic School
De Eigen Wijs,De Balk 2 a,/basisscholen/wormer/24836/de-eigen-wijs/,Algemeen bijzonder,108.0,Wormer,Basic School
Basisschool Toermalijn,Noordeinde 80,/basisscholen/wormerveer/9855/basisschool-toermalijn/,Samenwerking Basisonderwijs226,226.0,Wormerveer,Basic School
Openbare Basisschool De Pionier,Kerkstraat 52,/basisscholen/wormerveer/7358/openbare-basisschool-de-pionier/,Openbaar Basisonderwijs185,185.0,Wormerveer,Basic School
Openbare Basisschool De Mei,Voltastraat 15A,/basisscholen/wormerveer/23702/openbare-basisschool-de-mei/,Openbaar Basisonderwijs95,95.0,Wormerveer,Basic School
SWS De Wereldweide,Cornelis Kempenaarlaan 2,/basisscholen/woubrugge/24781/sws-de-wereldweide/,Samenwerking Basisonderwijs271,271.0,Woubrugge,Basic School
Ref BS De Wartburg,Laan 1940-1945 33,/basisscholen/woudenberg/8914/ref-bs-de-wartburg/,Prot. christelijk,369.0,Woudenberg,Basic School
Kindcentrum Koningin Juliana,Ekris 25,/basisscholen/woudenberg/6005/kindcentrum-koningin-juliana/,Prot. christelijk,258.0,Woudenberg,Basic School
Jan Ligthartschool,Frans Halslaan 4,/basisscholen/woudenberg/10326/jan-ligthartschool/,Openbaar Basisonderwijs231,231.0,Woudenberg,Basic School
Griftschool,Van Speijklaan 30,/basisscholen/woudenberg/10327/griftschool/,Openbaar Basisonderwijs185,185.0,Woudenberg,Basic School
De Olijfboom,John F. Kennedylaan 6,/basisscholen/woudenberg/24792/de-olijfboom/,Prot. christelijk,317.0,Woudenberg,Basic School
Christelijke Basisschool Eben Haezer,Oude Ban 14,/basisscholen/woudrichem/24224/christelijke-basisschool-eben-haezer/,Prot. christelijk,138.0,Woudrichem,Basic School
Basisschool 't Ravelijn,Ravelijn 1,/basisscholen/woudrichem/11272/basisschool-t-ravelijn/,Openbaar Basisonderwijs127,127.0,Woudrichem,Basic School
Basisschool Oudendijk,Oudendijk 62 a,/basisscholen/woudrichem/8643/basisschool-oudendijk/,Algemeen bijzonder,104.0,Woudrichem,Basic School
Bonifatiusschool,Melchior Clantstrjitte 18,/basisscholen/woudsend/9572/bonifatiusschool/,Katholiek Basisonderwijs51,51.0,Woudsend,Basic School
Meester v d Brugschool,Melchior Clantstrjitte 20,/basisscholen/woudsend/7563/meester-v-d-brugschool/,Prot. christelijk,84.0,Woudsend,Basic School
Openbare Basisschool De Baayaert,Tijdelijk adres: Strijp 27,/basisscholen/wouw/10288/openbare-basisschool-de-baayaert/,Openbaar Basisonderwijs190,190.0,Wouw,Basic School
KPO Kindcentrum De Stappen,Kloosterstraat 17,/basisscholen/wouw/8171/kpo-kindcentrum-de-stappen/,Katholiek Basisonderwijs256,256.0,Wouw,Basic School
KPO Basisschool Heilig Hart,Plantagebaan 228,/basisscholen/wouwse-plantage/8170/kpo-basisschool-heilig-hart/,Katholiek Basisonderwijs51,51.0,Wouwse Plantage,Basic School
IKC Roorda,Tjissema 6,/basisscholen/wytgaard/9573/ikc-roorda/,Katholiek Basisonderwijs38,38.0,Wytgaard,Basic School
De Duinstee,Betmersweg 2,/basisscholen/yde/11191/de-duinstee/,Openbaar Basisonderwijs58,58.0,Yde,Basic School
Alberoschool CBS Het Kompas,Moerplein 2,/basisscholen/yerseke/10681/alberoschool-cbs-het-kompas/,Prot. christelijk,254.0,Yerseke,Basic School
OBS Parelmoer,Moerplein 4,/basisscholen/yerseke/11035/obs-parelmoer/,Openbaar Basisonderwijs99,99.0,Yerseke,Basic School
Dominee G.H. Kerstenschool,Jolstraat 1,/basisscholen/yerseke/11456/dominee-gh-kerstenschool/,Prot. christelijk,349.0,Yerseke,Basic School
Epemaskoalle,Ds. H.W.C.A. Visserleane 11,/basisscholen/ysbrechtum/26683/epemaskoalle/,Openbaar Basisonderwijs112,112.0,Ysbrechtum,Basic School
Basisschool St Oda,Pater Tulpstraat 1,/basisscholen/ysselsteyn/11513/basisschool-st-oda/,Katholiek Basisonderwijs177,177.0,Ysselsteyn,Basic School
Basisschool De Torenberg,Brouwerijstraat 5,/basisscholen/zaamslag/26358/basisschool-de-torenberg/,Prot. christelijk,172.0,Zaamslag,Basic School
Tijstroom Integraal Kind Centrum,Rode Zee 69,/basisscholen/zaandam/9854/tijstroom-integraal-kind-centrum/,Confessioneel overig,95.0,Zaandam,Basic School
ICBS het Zaanplein,Lijns Tewisz Roggeplein 1,/basisscholen/zaandam/9858/icbs-het-zaanplein/,Confessioneel overig,352.0,Zaandam,Basic School
RK basisschool Paus Joannes,De Weer 25,/basisscholen/zaandam/9861/rk-basisschool-paus-joannes/,Katholiek Basisonderwijs193,193.0,Zaandam,Basic School
Interconfessionele Basisschool de Windroos,Galeistraat 2,/basisscholen/zaandam/9862/interconfessionele-basisschool-de-windroos/,Confessioneel overig,278.0,Zaandam,Basic School
Christelijke Basisschool Kleurenpracht,Klipperstraat 4,/basisscholen/zaandam/5943/christelijke-basisschool-kleurenpracht/,Prot. christelijk,160.0,Zaandam,Basic School
Interconfessionele Basisschool De Vuurvogel,Eemmeer 15 B,/basisscholen/zaandam/9863/interconfessionele-basisschool-de-vuurvogel/,Confessioneel overig,249.0,Zaandam,Basic School
Christelijke Basisschool Tamarinde,Schaarsven 2 A,/basisscholen/zaandam/5944/christelijke-basisschool-tamarinde/,Prot. christelijk,437.0,Zaandam,Basic School
Chr Basisschool Het Baken,P.A. van Meverstraat 9 -11,/basisscholen/zaandam/5946/chr-basisschool-het-baken/,Prot. christelijk,261.0,Zaandam,Basic School
Daltonschool De Westerkim,Anna de Waalstraat  15,/basisscholen/zaandam/21649/daltonschool-de-westerkim/,Prot. christelijk,171.0,Zaandam,Basic School
RK Basisschool de Rietvink,P.A. van Meverstraat 3,/basisscholen/zaandam/5947/rk-basisschool-de-rietvink/,Katholiek Basisonderwijs302,302.0,Zaandam,Basic School
Islamitische Basisschool De Horizon,Zuidervaart 2 B,/basisscholen/zaandam/5951/islamitische-basisschool-de-horizon/,Confessioneel overig,331.0,Zaandam,Basic School
Vrije School Zaanstreek,Galjoenstraat 111 B,/basisscholen/zaandam/22853/vrije-school-zaanstreek/,Algemeen bijzonder,216.0,Zaandam,Basic School
Dynamica Onderwijs,Tjotterlaan 2,/basisscholen/zaandam/23994/dynamica-onderwijs/,Openbaar Speciaal,67.0,Zaandam,Basic School
Openbare Basisschool Het Eiland,P.A. van Meverstraat 1,/basisscholen/zaandam/11200/openbare-basisschool-het-eiland/,Openbaar Basisonderwijs193,193.0,Zaandam,Basic School
Openbare Basisschool De Jagersplas,Voor navigatie: Bergumermeer Zaandam,/basisscholen/zaandam/11204/openbare-basisschool-de-jagersplas/,Openbaar Basisonderwijs304,304.0,Zaandam,Basic School
OBS Over de Brug locatie Hannie Schaft,Boerenpad 22,/basisscholen/zaandam/7359/obs-over-de-brug-locatie-hannie-schaft/,Openbaar Basisonderwijs314,314.0,Zaandam,Basic School
"Obs Over de Brug, locatie In ‘t Veld",Rosmolenstraat 103,/basisscholen/zaandam/22087/obs-over-de-brug-locatie-in-t-veld/,Openbaar Basisonderwijs155,155.0,Zaandam,Basic School
obs De Gouw/locatie Kernschool,Wibautstraat 73,/basisscholen/zaandam/7360/obs-de-gouw-locatie-kernschool/,Openbaar Basisonderwijs192,192.0,Zaandam,Basic School
De Gouw Kernschool,Noorderven 6,/basisscholen/zaandam/7361/de-gouw-kernschool/,Openbaar Basisonderwijs204,204.0,Zaandam,Basic School
Openbare Basisschool De Spiegel,Brikstraat 6,/basisscholen/zaandam/11205/openbare-basisschool-de-spiegel/,Openbaar Basisonderwijs210,210.0,Zaandam,Basic School
Het SchatRijk,Rooswijkplein 10,/basisscholen/zaandijk/5949/het-schatrijk/,Prot. christelijk,210.0,Zaandijk,Basic School
Openbare Basisschool De Zoeker,Fortuinweg 12,/basisscholen/zaandijk/11209/openbare-basisschool-de-zoeker/,Openbaar Basisonderwijs298,298.0,Zaandijk,Basic School
De Werf,Koperslagerstraat 2,/basisscholen/zaandijk/11536/de-werf/,Algemeen bijzonder,263.0,Zaandijk,Basic School
Protestants Christelijke School voor Basisonderwijs Oranjeschool,Burg van Vleutenstraat 10,/basisscholen/zalk/24288/protestants-christelijke-school-voor-basisonderwijs-oranjeschool/,Prot. christelijk,66.0,Zalk,Basic School
Franciscus-School voor Basisonderwijs,Aakstraat 6,/basisscholen/zaltbommel/9674/franciscus-school-voor-basisonderwijs/,Katholiek Basisonderwijs399,399.0,Zaltbommel,Basic School
Christelijke Basisschool De Leiboom,De Zandkampen 48,/basisscholen/zaltbommel/10157/christelijke-basisschool-de-leiboom/,Prot. christelijk,247.0,Zaltbommel,Basic School
