name,address,link,type of education,n_students,neighborhood,type
Bonhoeffer College Bruggertstraat,Bruggertstraat 60,/middelbare-scholen/enschede/930/bonhoeffer-college-bruggertstraat/,Samenwerking Voortgezet,1301.0,Enschede,Middle School
Bonhoeffer College Wethouder Beversstraat,Wethouder Beversstraat 195,/middelbare-scholen/enschede/23165/bonhoeffer-college-wethouder-beversstraat/,Samenwerking Voortgezet,569.0,Enschede,Middle School
Zone.college vmbo Enschede,Hengelosestraat 481,/middelbare-scholen/enschede/24920/zonecollege-vmbo-enschede/,Overige Voortgezet,811.0,Enschede,Middle School
Het Stedelijk Kottenpark,Lyceumlaan 30,/middelbare-scholen/enschede/2659/het-stedelijk-kottenpark/,Openbaar Voortgezet,1044.0,Enschede,Middle School
Het Stedelijk College Zuid,Tiemeister 20,/middelbare-scholen/enschede/2660/het-stedelijk-college-zuid/,Openbaar Voortgezet,897.0,Enschede,Middle School
Het Stedelijk Zwering,Jan Vermeerstraat 49,/middelbare-scholen/enschede/2661/het-stedelijk-zwering/,Openbaar Voortgezet,266.0,Enschede,Middle School
Het Stedelijk Innova,Gronausestraat 300,/middelbare-scholen/enschede/2662/het-stedelijk-innova/,Openbaar Voortgezet,423.0,Enschede,Middle School
Het Stedelijk ISK,Mekkelholtspad 4,/middelbare-scholen/enschede/2664/het-stedelijk-isk/,Openbaar Voortgezet,358.0,Enschede,Middle School
Het Stedelijk Alpha,Wethouder Beversstraat 195,/middelbare-scholen/enschede/2665/het-stedelijk-alpha/,Openbaar Voortgezet,343.0,Enschede,Middle School
"Het Stedelijk Diekman, Schakelklas",J.J. van Deinselaan 32,/middelbare-scholen/enschede/24190/het-stedelijk-diekman-schakelklas/,Openbaar Voortgezet,44.0,Enschede,Middle School
Het Stedelijk Diekman,J.J. van Deinselaan 32,/middelbare-scholen/enschede/2667/het-stedelijk-diekman/,Openbaar Voortgezet,151.0,Enschede,Middle School
Greijdanus - Enschede,Deppenbroekstraat 4,/middelbare-scholen/enschede/2870/greijdanus-enschede/,Prot. christelijk,163.0,Enschede,Middle School
Kentalis Maatman College VSO Enschede,Maatmanweg 17 -19,/middelbare-scholen/enschede/24021/kentalis-maatman-college-vso-enschede/,Algemeen bijzonder,118.0,Enschede,Middle School
RSG N.O. Veluwe,Schotweg 1,/middelbare-scholen/epe/2819/rsg-no-veluwe/,Openbaar Voortgezet,888.0,Epe,Middle School
Het Emaus College,Groene Allee 120,/middelbare-scholen/ermelo/8674/het-emaus-college/,Algemeen bijzonder,124.0,Ermelo,Middle School
"De Lelie, Locatie Driekansen, Christelijke school voor Zeer Moelijk Lerende Kinderen",Enckerkamp 16,/middelbare-scholen/ermelo/10886/de-lelie-locatie-driekansen-christelijke-school-voor-zeer-moelijk-lerende-kinderen/,Prot. christelijk,34.0,Ermelo,Middle School
Chr. College Groevenbeek,Paul Krugerweg 44 -50,/middelbare-scholen/ermelo/2920/chr-college-groevenbeek/,Prot. christelijk,2762.0,Ermelo,Middle School
Katholieke Scholengemeenschap Etten-Leur (KSE),Stijn Streuvelslaan 42,/middelbare-scholen/etten-leur/681/katholieke-scholengemeenschap-etten-leur-kse/,Katholiek Voortgezet,2472.0,Etten-Leur,Middle School
Munnikenheide College,Trivium 60,/middelbare-scholen/etten-leur/1846/munnikenheide-college/,Katholiek Voortgezet,755.0,Etten-Leur,Middle School
Horsterveen,Patersstraat 4,/middelbare-scholen/evertsoord/26600/horsterveen/,Algemeen bijzonder,,Evertsoord,Middle School
Simon Vestdijk regionale scholengemeenschap,IJsbaanweg 6,/middelbare-scholen/franeker/25742/simon-vestdijk-regionale-scholengemeenschap/,Openbaar Voortgezet,175.0,Franeker,Middle School
CSG Anna Maria van Schurman,Cort van der Lindenstr 1,/middelbare-scholen/franeker/25747/csg-anna-maria-van-schurman/,Prot. christelijk,846.0,Franeker,Middle School
"O.R.S. Lek en Linge, vestiging de Lingeborgh Geldermalsen",Laan van Leeuwenstein 2,/middelbare-scholen/geldermalsen/22483/ors-lek-en-linge-vestiging-de-lingeborgh-geldermalsen/,Openbaar Voortgezet,1015.0,Geldermalsen,Middle School
Pvo Geldermalsen Ida Gerhardt,De Terp 1,/middelbare-scholen/geldermalsen/24194/pvo-geldermalsen-ida-gerhardt/,Overige Voortgezet,382.0,Geldermalsen,Middle School
Strabrechtcollege Scholengemeenschap voor LYC HAVO MAVO,Grote Bos 2,/middelbare-scholen/geldrop/26170/strabrechtcollege-scholengemeenschap-voor-lyc-havo-mavo/,Overige Voortgezet,1146.0,Geldrop,Middle School
DaCapo College EOA,Einighauserweg 25,/middelbare-scholen/geleen/23747/dacapo-college-eoa/,Algemeen bijzonder,84.0,Geleen,Middle School
DaCapo College Praktijkonderwijs,Einighauserweg 25,/middelbare-scholen/geleen/1590/dacapo-college-praktijkonderwijs/,Algemeen bijzonder,168.0,Geleen,Middle School
Graaf Huyn College,Jos Klijnenlaan 683,/middelbare-scholen/geleen/2213/graaf-huyn-college/,Confessioneel overig,1338.0,Geleen,Middle School
Commanderij College locatie Macropedius,Sleutelbosch 2,/middelbare-scholen/gemert/1491/commanderij-college-locatie-macropedius/,Algemeen bijzonder,952.0,Gemert,Middle School
Commanderij College locatie Doregraaf,Sint Josephstraat  17,/middelbare-scholen/gemert/3318/commanderij-college-locatie-doregraaf/,Algemeen bijzonder,803.0,Gemert,Middle School
Elzendaalcollege,Stiemensweg 40,/middelbare-scholen/gennep/1884/elzendaalcollege/,Katholiek Voortgezet,616.0,Gennep,Middle School
So-vso Mikado,Stiemensweg 44,/middelbare-scholen/gennep/25672/so-vso-mikado/,Katholiek Voortgezet,81.0,Gennep,Middle School
Dr. Nassau College locatie Aa en Hunze,Stokleggingslaan 17,/middelbare-scholen/gieten/164/dr-nassau-college-locatie-aa-en-hunze/,Openbaar Voortgezet,205.0,Gieten,Middle School
De Sprienke,Vivaldipad 1,/middelbare-scholen/goes/26226/de-sprienke/,Algemeen bijzonder,106.0,Goes,Middle School
"De Argo, locatie Goes",Industriestraat 3,/middelbare-scholen/goes/22841/de-argo-locatie-goes/,Algemeen bijzonder,37.0,Goes,Middle School
"Odyzee, locatie Bergweg",Bergweg 4,/middelbare-scholen/goes/25817/odyzee-locatie-bergweg/,Algemeen bijzonder,27.0,Goes,Middle School
De Wissel,Bergweg 8,/middelbare-scholen/goes/1510/de-wissel/,Overige Voortgezet,120.0,Goes,Middle School
Het Goese Lyceum Oranjeweg,Oranjeweg 90,/middelbare-scholen/goes/1766/het-goese-lyceum-oranjeweg/,Openbaar Voortgezet,1590.0,Goes,Middle School
Het Goese Lyceum Bergweg,Bergweg 14,/middelbare-scholen/goes/1767/het-goese-lyceum-bergweg/,Openbaar Voortgezet,485.0,Goes,Middle School
Auris College Goes,Bergweg 6,/middelbare-scholen/goes/23925/auris-college-goes/,Algemeen bijzonder,72.0,Goes,Middle School
Ostrea Lyceum - vmbo basis-kader-gemengd,Bergweg 4,/middelbare-scholen/goes/2266/ostrea-lyceum-vmbo-basis-kader-gemengd/,Samenwerking Voortgezet,415.0,Goes,Middle School
"Ostrea Lyceum - havo, atheneum & gymnasium",Fruitlaan 3,/middelbare-scholen/goes/2267/ostrea-lyceum-havo-atheneum-en-gymnasium/,Samenwerking Voortgezet,1029.0,Goes,Middle School
Ostrea Lyceum - mavo,’s-Heer Elsdorpweg 4,/middelbare-scholen/goes/4410/ostrea-lyceum-mavo/,Samenwerking Voortgezet,274.0,Goes,Middle School
Calvijn College Goes Klein Frankrijk,Klein Frankrijk 19,/middelbare-scholen/goes/2674/calvijn-college-goes-klein-frankrijk/,Prot. christelijk,1092.0,Goes,Middle School
Calvijn College Goes Noordhoeklaan,Noordhoeklaan 88,/middelbare-scholen/goes/23156/calvijn-college-goes-noordhoeklaan/,Prot. christelijk,91.0,Goes,Middle School
Calvijn College Goes Stationspark,Stationspark 25,/middelbare-scholen/goes/24191/calvijn-college-goes-stationspark/,Prot. christelijk,240.0,Goes,Middle School
Het Mill Hill College,Venneweg 42,/middelbare-scholen/goirle/1910/het-mill-hill-college/,Katholiek Voortgezet,1543.0,Goirle,Middle School
School voor Speciaal en Voortgezet Speciaal Onderwijs De Keyzer,Doctor Keyzerlaan 23,/middelbare-scholen/goirle/23012/school-voor-speciaal-en-voortgezet-speciaal-onderwijs-de-keyzer/,Katholiek Voortgezet,292.0,Goirle,Middle School
Stichting Waerdenborch,Gruttostraat 1,/middelbare-scholen/goor/273/stichting-waerdenborch/,Openbaar Voortgezet,346.0,Goor,Middle School
Gymnasium Camphusianum,Vroedschapstraat 11,/middelbare-scholen/gorinchem/2175/gymnasium-camphusianum/,Openbaar Voortgezet,647.0,Gorinchem,Middle School
Fortes Lyceum,Wijdschildlaan 4,/middelbare-scholen/gorinchem/2177/fortes-lyceum/,Openbaar Voortgezet,1302.0,Gorinchem,Middle School
Omnia College,W. de Vries Robbéweg 27,/middelbare-scholen/gorinchem/2178/omnia-college/,Openbaar Voortgezet,404.0,Gorinchem,Middle School
Vita College,Merwedekanaal 8,/middelbare-scholen/gorinchem/2179/vita-college/,Openbaar Voortgezet,100.0,Gorinchem,Middle School
ISK de Toekomst,Willem de Vries Robbéweg 27,/middelbare-scholen/gorinchem/24182/isk-de-toekomst/,Openbaar Voortgezet,226.0,Gorinchem,Middle School
De Noordhoek,Hoefslag 8-12,/middelbare-scholen/gorinchem/2250/de-noordhoek/,Prot. christelijk,193.0,Gorinchem,Middle School
De Cirkel Christelijk Onderwijs ZML,Stalkaarsen 17 b,/middelbare-scholen/gorinchem/6143/de-cirkel-christelijk-onderwijs-zml/,Prot. christelijk,70.0,Gorinchem,Middle School
ZML De Kleine Wereld,Dokter Bauerstraat 154-156,/middelbare-scholen/gorinchem/6218/zml-de-kleine-wereld/,Algemeen bijzonder,31.0,Gorinchem,Middle School
Gomarus Scholengemeenschap,Hoefslag 11,/middelbare-scholen/gorinchem/3334/gomarus-scholengemeenschap/,Prot. christelijk,1286.0,Gorinchem,Middle School
Uilenhof,Oude Hoven 8,/middelbare-scholen/gorinchem/2965/uilenhof/,Prot. christelijk,401.0,Gorinchem,Middle School
Lyceum Oudehoven,Hoefslag 4,/middelbare-scholen/gorinchem/2968/lyceum-oudehoven/,Prot. christelijk,1060.0,Gorinchem,Middle School
Gilde Vakcollege Techniek,Gildenweg 4,/middelbare-scholen/gorinchem/2969/gilde-vakcollege-techniek/,Prot. christelijk,708.0,Gorinchem,Middle School
Windroos,Koningin Wilhelminalaan 2,/middelbare-scholen/gorinchem/2970/windroos/,Prot. christelijk,249.0,Gorinchem,Middle School
Tiener College,Hoefslag 4,/middelbare-scholen/gorinchem/23726/tiener-college/,Overige Voortgezet,8.0,Gorinchem,Middle School
Yulius Lingewaal College,Merwedekanaal 8 A,/middelbare-scholen/gorinchem/8568/yulius-lingewaal-college/,Algemeen bijzonder,100.0,Gorinchem,Middle School
OSG Singelland - BHS Gorredijk,Hendrik Ringenoldusstr 3,/middelbare-scholen/gorredijk/26208/osg-singelland-bhs-gorredijk/,Openbaar Voortgezet,473.0,Gorredijk,Middle School
Antoniusmavo XL,Groen van Prinsterersingel 49,/middelbare-scholen/gouda/901/antoniusmavo-xl/,Katholiek Voortgezet,559.0,Gouda,Middle School
Antoniuscollege Gouda,John Mottstraat 2-4,/middelbare-scholen/gouda/906/antoniuscollege-gouda/,Katholiek Voortgezet,1266.0,Gouda,Middle School
ISK Gouda,Aakwerf 46,/middelbare-scholen/gouda/24125/isk-gouda/,Katholiek Voortgezet,258.0,Gouda,Middle School
"De Goudse Waarden, locatie Kanaalstraat",Kanaalstraat 31,/middelbare-scholen/gouda/1158/de-goudse-waarden-locatie-kanaalstraat/,Prot. christelijk,374.0,Gouda,Middle School
De Goudse Waarden locatie Heemskerkstraat,Heemskerkstraat 105,/middelbare-scholen/gouda/1159/de-goudse-waarden-locatie-heemskerkstraat/,Prot. christelijk,980.0,Gouda,Middle School
"De Goudse Waarden, locatie Nederhorststraat",H.J. Nederhorststraat 2,/middelbare-scholen/gouda/1163/de-goudse-waarden-locatie-nederhorststraat/,Overige Voortgezet,91.0,Gouda,Middle School
"Scholengroep Driestar-Wartburg, locatie Gouda (vmbo en havo-vwo)",Ronsseplein 1,/middelbare-scholen/gouda/1440/scholengroep-driestar-wartburg-locatie-gouda-vmbo-en-havo-vwo/,Overige Voortgezet,2897.0,Gouda,Middle School
"Scholengroep Driestar-Wartburg, locatie Gouda (praktijkonderwijs)",Ronsseplein 4,/middelbare-scholen/gouda/1443/scholengroep-driestar-wartburg-locatie-gouda-praktijkonderwijs/,Overige Voortgezet,82.0,Gouda,Middle School
Yuverta chr. vmbo Gouda,Ronsseweg 555,/middelbare-scholen/gouda/1719/yuverta-chr-vmbo-gouda/,Prot. christelijk,510.0,Gouda,Middle School
De GSG Leo Vroman,Willem de Zwijgersingel 5,/middelbare-scholen/gouda/2373/de-gsg-leo-vroman/,Openbaar Voortgezet,1175.0,Gouda,Middle School
Coornhert Gymnasium,Jan van Renesseplein 1,/middelbare-scholen/gouda/2375/coornhert-gymnasium/,Openbaar Voortgezet,655.0,Gouda,Middle School
Het Segment School v PRO,van Bergen IJzendoornpark 43,/middelbare-scholen/gouda/2377/het-segment-school-v-pro/,Openbaar Voortgezet,365.0,Gouda,Middle School
De Startbaan praktijkcollege,Clematislaan 2,/middelbare-scholen/gouda/26112/de-startbaan-praktijkcollege/,Openbaar Voortgezet,77.0,Gouda,Middle School
Samuelschool,Han Hollanderweg 194,/middelbare-scholen/gouda/25617/samuelschool/,Prot. christelijk,33.0,Gouda,Middle School
Kesper College,Nansenstraat 40,/middelbare-scholen/gouda/11799/kesper-college/,Algemeen bijzonder,192.0,Gouda,Middle School
Merletcollege Grave,Stoofweg 4,/middelbare-scholen/grave/1900/merletcollege-grave/,Katholiek Voortgezet,540.0,Grave,Middle School
Koninklijke Visio Onderwijs Grave,Jan van Cuykdijk 1,/middelbare-scholen/grave/11354/koninklijke-visio-onderwijs-grave/,Algemeen bijzonder,63.0,Grave,Middle School
Lauwers College Grijpskerk,Reitsema Burchtstraat 4,/middelbare-scholen/grijpskerk/867/lauwers-college-grijpskerk/,Prot. christelijk,329.0,Grijpskerk,Middle School
Marianum,Deken Hooijmansingel 1,/middelbare-scholen/groenlo/908/marianum/,Katholiek Voortgezet,944.0,Groenlo,Middle School
Montessori College Groesbeek,Spoorlaan 16,/middelbare-scholen/groesbeek/1198/montessori-college-groesbeek/,Algemeen bijzonder,244.0,Groesbeek,Middle School
Werkenrode School,Nijmeegsebaan 9,/middelbare-scholen/groesbeek/25405/werkenrode-school/,Algemeen bijzonder,200.0,Groesbeek,Middle School
Parcival College,Merwedestraat 45,/middelbare-scholen/groningen/695/parcival-college/,Overige Voortgezet,861.0,Groningen,Middle School
Willem Lodewijk Gymnasium,Verzetsstrijderslaan 220,/middelbare-scholen/groningen/871/willem-lodewijk-gymnasium/,Prot. christelijk,674.0,Groningen,Middle School
CSG Wessel Gansfort,Heerdenpad 8,/middelbare-scholen/groningen/1257/csg-wessel-gansfort/,Prot. christelijk,883.0,Groningen,Middle School
CSG Augustinus,Admiraal de Ruyterlaan 37,/middelbare-scholen/groningen/1258/csg-augustinus/,Prot. christelijk,1281.0,Groningen,Middle School
CSG Kluiverboom,Kluiverboom 1,/middelbare-scholen/groningen/1259/csg-kluiverboom/,Prot. christelijk,210.0,Groningen,Middle School
CSG Selion,Diamantlaan 14,/middelbare-scholen/groningen/1260/csg-selion/,Prot. christelijk,427.0,Groningen,Middle School
"De Bolster, christelijke school voor praktijkonderwijs",Multatulistraat 91,/middelbare-scholen/groningen/1484/de-bolster-christelijke-school-voor-praktijkonderwijs/,Prot. christelijk,301.0,Groningen,Middle School
De Wingerd,De Verbetering 5,/middelbare-scholen/groningen/9372/de-wingerd/,Prot. christelijk,69.0,Groningen,Middle School
Diamant College,Diamantlaan 12,/middelbare-scholen/groningen/6208/diamant-college/,Algemeen bijzonder,202.0,Groningen,Middle School
Erasmusschool,Van Heemskerckstraat 56,/middelbare-scholen/groningen/10131/erasmusschool/,Openbaar Voortgezet,96.0,Groningen,Middle School
Gomarus College bovenbouw havo / vwo,Vondelpad 1,/middelbare-scholen/groningen/2651/gomarus-college-bovenbouw-havo-vwo/,Prot. christelijk,645.0,Groningen,Middle School
Gomarus College Magnolia,Magnoliastraat 1,/middelbare-scholen/groningen/22438/gomarus-college-magnolia/,Overige Voortgezet,367.0,Groningen,Middle School
Gomarus College Praktijkonderwijs,Lavendelweg 7,/middelbare-scholen/groningen/2656/gomarus-college-praktijkonderwijs/,Overige Voortgezet,78.0,Groningen,Middle School
Gomarus College Vondelpad 2,Vondelpad 2,/middelbare-scholen/groningen/3280/gomarus-college-vondelpad-2/,Overige Voortgezet,569.0,Groningen,Middle School
Gomarus College Onderbouw havo/vwo,Vondelpad 3,/middelbare-scholen/groningen/4462/gomarus-college-onderbouw-havo-vwo/,Overige Voortgezet,386.0,Groningen,Middle School
"Kamerlingh Onnes, school voor mavo (vmbo-tl) - havo en vwo+",Eikenlaan 286,/middelbare-scholen/groningen/2800/kamerlingh-onnes-school-voor-mavo-vmbo-tl-havo-en-vwo/,Openbaar Voortgezet,1143.0,Groningen,Middle School
Leon van Gelder school,Diamantlaan 27,/middelbare-scholen/groningen/2801/leon-van-gelder-school/,Openbaar Voortgezet,662.0,Groningen,Middle School
Simon van Hasselt,Travertijnstraat 2,/middelbare-scholen/groningen/2802/simon-van-hasselt/,Openbaar Voortgezet,139.0,Groningen,Middle School
Heyerdahl College Openbare school voor praktijkonderwijs,Kluiverboom 1 b,/middelbare-scholen/groningen/2804/heyerdahl-college-openbare-school-voor-praktijkonderwijs/,Openbaar Voortgezet,186.0,Groningen,Middle School
W.A. van Lieflandschool,Paterswoldseweg 131,/middelbare-scholen/groningen/11332/wa-van-lieflandschool/,Openbaar Voortgezet,,Groningen,Middle School
W.A. van Lieflandschool (VSO),Radiumstraat 2A,/middelbare-scholen/groningen/26519/wa-van-lieflandschool-vso/,Openbaar Voortgezet,96.0,Groningen,Middle School
Praedinius Gymnasium,Turfsingel 82,/middelbare-scholen/groningen/2806/praedinius-gymnasium/,Openbaar Voortgezet,782.0,Groningen,Middle School
"H.N. Werkman Stadslyceum voor havo, atheneum en lyceum",Nieuwe Sint Jansstraat 11,/middelbare-scholen/groningen/2811/hn-werkman-stadslyceum-voor-havo-atheneum-en-lyceum/,Openbaar Voortgezet,1431.0,Groningen,Middle School
H.N. Werkmancollege Sprint,Melisseweg 2,/middelbare-scholen/groningen/3331/hn-werkmancollege-sprint/,Openbaar Voortgezet,445.0,Groningen,Middle School
Topsport Talentschool Groningen,Melisseweg 2,/middelbare-scholen/groningen/2812/topsport-talentschool-groningen/,Openbaar Voortgezet,351.0,Groningen,Middle School
Werkman VMBO - locatie Kluiverboom,Kluiverboom 1a,/middelbare-scholen/groningen/3285/werkman-vmbo-locatie-kluiverboom/,Openbaar Voortgezet,314.0,Groningen,Middle School
Montessori Vaklyceum,Van Iddekingeweg 140,/middelbare-scholen/groningen/22506/montessori-vaklyceum/,Openbaar Voortgezet,140.0,Groningen,Middle School
Montessori Vaklyceum,Vondellaan 83,/middelbare-scholen/groningen/22469/montessori-vaklyceum/,Openbaar Voortgezet,408.0,Groningen,Middle School
Montessori Lyceum Groningen,Helper Brink  30,/middelbare-scholen/groningen/2816/montessori-lyceum-groningen/,Openbaar Voortgezet,1075.0,Groningen,Middle School
(V)SO de Steiger - school met de Bijbel,Koperstraat 4,/middelbare-scholen/groningen/23933/vso-de-steiger-school-met-de-bijbel/,Prot. christelijk,27.0,Groningen,Middle School
Kentalis Dr. J. de Graafschool VSO Groningen,Ina Boudierplantsoen 9,/middelbare-scholen/groningen/24024/kentalis-dr-j-de-graafschool-vso-groningen/,Algemeen bijzonder,78.0,Groningen,Middle School
Portalis,Hoogeweg 9,/middelbare-scholen/groningen/12384/portalis/,Algemeen bijzonder,13.0,Groningen,Middle School
Portalis,Hoogeweg 9,/middelbare-scholen/groningen/23051/portalis/,Algemeen bijzonder,63.0,Groningen,Middle School
Vonk Grootebroek  (voorheen Clusius College),Elzenlaan 2,/middelbare-scholen/grootebroek/1347/vonk-grootebroek-voorheen-clusius-college/,Overige Voortgezet,270.0,Grootebroek,Middle School
Praktijkschool Westfriesland,Annie M.G. Schmidtweg 1,/middelbare-scholen/grootebroek/23159/praktijkschool-westfriesland/,Algemeen bijzonder,180.0,Grootebroek,Middle School
Martinuscollege,De Aanloop 6,/middelbare-scholen/grootebroek/2926/martinuscollege/,Confessioneel overig,1521.0,Grootebroek,Middle School
"rsg de Borgen, Woldborg",Bezoekadres: Kersenlaan 16,/middelbare-scholen/grootegast/1747/rsg-de-borgen-woldborg/,Algemeen bijzonder,132.0,Grootegast,Middle School
Sevenwolden Grou,Burstumerdyk 5,/middelbare-scholen/grou/2604/sevenwolden-grou/,Openbaar Voortgezet,272.0,Grou,Middle School
Sophianum SGM i h Heuvelland,Landsraderweg 3,/middelbare-scholen/gulpen/2185/sophianum-sgm-i-h-heuvelland/,Katholiek Voortgezet,1334.0,Gulpen,Middle School
Assink lyceum,Bouwmeester 10,/middelbare-scholen/haaksbergen/1144/assink-lyceum/,Katholiek Voortgezet,952.0,Haaksbergen,Middle School
Assink lyceum locatie Van Brakelstraat,Van Brakelstraat 1,/middelbare-scholen/haaksbergen/4407/assink-lyceum-locatie-van-brakelstraat/,Katholiek Voortgezet,429.0,Haaksbergen,Middle School
Stedelijk Gymnasium Haarlem,Prinsenhof 3,/middelbare-scholen/haarlem/393/stedelijk-gymnasium-haarlem/,Openbaar Voortgezet,822.0,Haarlem,Middle School
"ECL (havo, atheneum en gymnasium)",Zuider Emmakade 43,/middelbare-scholen/haarlem/1619/ecl-havo-atheneum-en-gymnasium/,Overige Voortgezet,1390.0,Haarlem,Middle School
