,name,address,link,details,n_students,neighborhood,type
1771,Brede School Rembrandt,Mr. P.J.M. Aalberselaan 2,/basisscholen/amstelveen/23861/brede-school-rembrandt/,Prot. christelijkBasisonderwijs440 leerlingen,440,Amstelveen,Basic School
1772,Reformatorische Basisschool De Akker,Kringloop 471 -473,/basisscholen/amstelveen/6568/reformatorische-basisschool-de-akker/,Prot. christelijkBasisonderwijs96 leerlingen,96,Amstelveen,Basic School
1773,De Bloeiwijzer,Den Bloeyenden Wijngaerdt 2,/basisscholen/amstelveen/10676/de-bloeiwijzer/,OpenbaarSpeciaal basisonderwijs224 leerlingen,224,Amstelveen,Basic School
1774,Openbare Basisschool Michiel de Ruyter,Laan Rozenburg 6,/basisscholen/amstelveen/6783/openbare-basisschool-michiel-de-ruyter/,OpenbaarBasisonderwijs431 leerlingen,431,Amstelveen,Basic School
1775,Openbare Basisschool Piet Hein,Dr. Schaepmanlaan 2,/basisscholen/amstelveen/10677/openbare-basisschool-piet-hein/,OpenbaarBasisonderwijs640 leerlingen,640,Amstelveen,Basic School
1776,Montessori Kindcentrum Mio Mondo ( voorheen 1e Amstelveense Montessorischool),Burgemeester Haspelslaan 137,/basisscholen/amstelveen/10678/montessori-kindcentrum-mio-mondo-voorheen-1e-amstelveense-montessorischool/,OpenbaarBasisonderwijs348 leerlingenMontessori,348,Amstelveen,Basic School
1777,"Kindercampus King, obs",Oostelijk Halfrond 441,/basisscholen/amstelveen/6784/kindercampus-king-obs/,OpenbaarBasisonderwijs294 leerlingen,294,Amstelveen,Basic School
1778,Montessorischool De Linde,Lindenlaan 334,/basisscholen/amstelveen/10680/montessorischool-de-linde/,OpenbaarBasisonderwijs214 leerlingenMontessori,214,Amstelveen,Basic School
1779,OBS de Pioniers,Orion 11,/basisscholen/amstelveen/6785/obs-de-pioniers/,OpenbaarBasisonderwijs253 leerlingenJeelo,253,Amstelveen,Basic School
1780,Basisschool De Zwaluw,Pastoor van Zantenlaan 10,/basisscholen/amstelveen/21926/basisschool-de-zwaluw/,OpenbaarBasisonderwijs100 leerlingen,100,Amstelveen,Basic School
1781,Basisschool De Verrekijker,De Gyselaar 80,/basisscholen/amstenrade/10416/basisschool-de-verrekijker/,KatholiekBasisonderwijs246 leerlingen,246,Amstenrade,Basic School
1782,ASVO,Frederiksplein 37,/basisscholen/amsterdam/8669/asvo/,Algemeen bijzonderBasisonderwijs304 leerlingen,304,Amsterdam,Basic School
1783,Basisschool Rosj Pina,Nieuw Herlaer 18 -20,/basisscholen/amsterdam/8670/basisschool-rosj-pina/,Confessioneel overigBasisonderwijs278 leerlingen,278,Amsterdam,Basic School
1784,Alexander Roozendaalschool,Jan Tooropstraat 13,/basisscholen/amsterdam/23853/alexander-roozendaalschool/,OpenbaarSpeciaal onderwijs264 leerlingen,264,Amsterdam,Basic School
1785,Professor H. Burgerschool,Jan Sluijtersstraat 5,/basisscholen/amsterdam/23894/professor-h-burgerschool/,OpenbaarSpeciaal onderwijs60 leerlingen,60,Amsterdam,Basic School
1786,Schoolvereniging Willemspark,Willem Witsenstraat 12,/basisscholen/amsterdam/8691/schoolvereniging-willemspark/,Algemeen bijzonderBasisonderwijs233 leerlingen,233,Amsterdam,Basic School
1787,Barbaraschool,Eikenplein 3,/basisscholen/amsterdam/8799/barbaraschool/,Confessioneel overigBasisonderwijs102 leerlingen,102,Amsterdam,Basic School
1788,Basisschool 't Koggeschip,Abraham Kuyperplein 2,/basisscholen/amsterdam/8800/basisschool-t-koggeschip/,KatholiekBasisonderwijs498 leerlingen,498,Amsterdam,Basic School
1789,Brede School Fiep Westendorp,Overschiestraat 168 B,/basisscholen/amsterdam/8801/brede-school-fiep-westendorp/,KatholiekBasisonderwijs386 leerlingen,386,Amsterdam,Basic School
1790,KC De Leertuin,Generaal Vetterstraat 27A,/basisscholen/amsterdam/4885/kc-de-leertuin/,KatholiekBasisonderwijs119 leerlingen,119,Amsterdam,Basic School
1791,Katholieke basisschool Sint Henricus,Louis Naarstigstraat 1,/basisscholen/amsterdam/8802/katholieke-basisschool-sint-henricus/,KatholiekBasisonderwijs200 leerlingen,200,Amsterdam,Basic School
1792,Brede School de Springplank,Robert Scottstraat 28-34,/basisscholen/amsterdam/8804/brede-school-de-springplank/,KatholiekBasisonderwijs142 leerlingen,142,Amsterdam,Basic School
1793,Eerste Openluchtschool voor het Gezonde Kind,Cliostraat 40,/basisscholen/amsterdam/8824/eerste-openluchtschool-voor-het-gezonde-kind/,Algemeen bijzonderBasisonderwijs234 leerlingen,234,Amsterdam,Basic School
1794,Tweede Openluchtschool voor het Gezonde Kind,Fred. Roeskestraat 76,/basisscholen/amsterdam/4902/tweede-openluchtschool-voor-het-gezonde-kind/,Algemeen bijzonderBasisonderwijs221 leerlingen,221,Amsterdam,Basic School
1795,Buitenveldertse Montessorischool,Sandenburch 1,/basisscholen/amsterdam/8867/buitenveldertse-montessorischool/,Algemeen bijzonderBasisonderwijs194 leerlingenMontessori,194,Amsterdam,Basic School
1796,Shri Laksmi School,Janusz Korczakstraat 73,/basisscholen/amsterdam/8877/shri-laksmi-school/,Confessioneel overigBasisonderwijs308 leerlingen,308,Amsterdam,Basic School
1797,Islamitische basisschool Al Maes (de Diamant),Jan van Riebeekstraat 11 -13,/basisscholen/amsterdam/8897/islamitische-basisschool-al-maes-de-diamant/,Confessioneel overigBasisonderwijs522 leerlingen,522,Amsterdam,Basic School
1798,Islamitische Basisschool Al Yaqoet (de Robijn),Wildrijkstraat 2,/basisscholen/amsterdam/22811/islamitische-basisschool-al-yaqoet-de-robijn/,Confessioneel overigBasisonderwijs276 leerlingen,276,Amsterdam,Basic School
1799,Islamitische Basisschool Al Jawhara (de Parel),Sumatraplantsoen 15,/basisscholen/amsterdam/22813/islamitische-basisschool-al-jawhara-de-parel/,Confessioneel overigBasisonderwijs347 leerlingen,347,Amsterdam,Basic School
1800,Crescendo,Kortvoort 61 C,/basisscholen/amsterdam/5205/crescendo/,Prot. christelijkBasisonderwijs181 leerlingen,181,Amsterdam,Basic School
1801,El-Amien Islamitische Basisschool,Saaftingestraat 312,/basisscholen/amsterdam/5225/el-amien-islamitische-basisschool/,Confessioneel overigBasisonderwijs407 leerlingen,407,Amsterdam,Basic School
1802,Chr Basissch De Zaaier,Burgemeester Baxlaan 3,/basisscholen/andel/23880/chr-basissch-de-zaaier/,Prot. christelijkBasisonderwijs195 leerlingen,195,Andel,Basic School
1803,Ds Gisbertus Voetiusschool,Albert Schweitzerlaan 6,/basisscholen/andel/7300/ds-gisbertus-voetiusschool/,Prot. christelijkBasisonderwijs206 leerlingen,206,Andel,Basic School
1804,Openbare Basisschool De Piramide,Flamingolaan 35,/basisscholen/andijk/8227/openbare-basisschool-de-piramide/,OpenbaarBasisonderwijs119 leerlingen,119,Andijk,Basic School
1805,Katholieke Basisschool De Bangert,Hooijschuurstraat 2,/basisscholen/andijk/23466/katholieke-basisschool-de-bangert/,KatholiekBasisonderwijs117 leerlingen,117,Andijk,Basic School
1806,Idenburgschool,Dijkweg 30,/basisscholen/andijk/8440/idenburgschool/,Prot. christelijkBasisonderwijs89 leerlingen,89,Andijk,Basic School
1807,PCB Dr. A. Kuyperschool,Buttervin 1,/basisscholen/andijk/8441/pcb-dr-a-kuyperschool/,Prot. christelijkBasisonderwijs214 leerlingen,214,Andijk,Basic School
1808,KC de Spreng-El,De Steeghe 7,/basisscholen/ane/5585/kc-de-spreng-el/,Prot. christelijkBasisonderwijs59 leerlingen,59,Ane,Basic School
1809,IKC Marang,Wilhelminastraat 2,/basisscholen/angeren/8100/ikc-marang/,KatholiekBasisonderwijs185 leerlingen,185,Angeren,Basic School
1810,Kindcentrum de Trompetter,Prinses Margrietlaan 8,/basisscholen/angerlo/25269/kindcentrum-de-trompetter/,Algemeen bijzonderBasisonderwijs165 leerlingen,165,Angerlo,Basic School
1811,Joseph Lokin Basisschool,Hollands End 8,/basisscholen/ankeveen/25290/joseph-lokin-basisschool/,KatholiekBasisonderwijs95 leerlingen,95,Ankeveen,Basic School
1812,Basisschool Anloo,Kerkbrink 2,/basisscholen/anloo/7483/basisschool-anloo/,OpenbaarBasisonderwijs26 leerlingen,26,Anloo,Basic School
1813,IKC De Kroon,De Verwachting 2,/basisscholen/anna-paulowna/10210/ikc-de-kroon/,OpenbaarBasisonderwijs311 leerlingen,311,Anna Paulowna,Basic School
1814,IKC Spoorbuurt,Nieuweweg 19,/basisscholen/anna-paulowna/7904/ikc-spoorbuurt/,Confessioneel overigBasisonderwijs279 leerlingen,279,Anna Paulowna,Basic School
1815,Basisschool De Eshoek,Molenakkers 30,/basisscholen/annen/7485/basisschool-de-eshoek/,OpenbaarBasisonderwijs254 leerlingen,254,Annen,Basic School
1816,De Roos,Gijsbrechtgaarde 110,/basisscholen/apeldoorn/26643/de-roos/,Confessioneel overigBasisonderwijs53 leerlingen,53,Apeldoorn,Basic School
1817,Het Kroonpad,Citroenvlinder 51,/basisscholen/apeldoorn/5327/het-kroonpad/,KatholiekSpeciaal onderwijs108 leerlingen,108,Apeldoorn,Basic School
1818,Het Hofpark,Mr. van Hasseltlaan 57,/basisscholen/apeldoorn/25043/het-hofpark/,OpenbaarSpeciaal onderwijs110 leerlingen,110,Apeldoorn,Basic School
1819,Gereformeerde Basisschool 't Schrijvertje locatie Groen,Gentiaanstraat 594,/basisscholen/apeldoorn/9462/gereformeerde-basisschool-t-schrijvertje-locatie-groen/,Prot. christelijkBasisonderwijs237 leerlingen,237,Apeldoorn,Basic School
1820,OBS De Parkenschool,Kastanjelaan 9,/basisscholen/apeldoorn/10714/obs-de-parkenschool/,OpenbaarBasisonderwijs220 leerlingen,220,Apeldoorn,Basic School
1821,Openbare Basisschool Spitsbergen,Morinistraat 6,/basisscholen/apeldoorn/6832/openbare-basisschool-spitsbergen/,OpenbaarBasisonderwijs106 leerlingen,106,Apeldoorn,Basic School
1822,Openbare Basisschool Sprengenpark,Schotweg 95,/basisscholen/apeldoorn/6833/openbare-basisschool-sprengenpark/,OpenbaarBasisonderwijs96 leerlingen,96,Apeldoorn,Basic School
1823,Openbare Basisschool Berg en Bos,Soerenseweg 105,/basisscholen/apeldoorn/6834/openbare-basisschool-berg-en-bos/,OpenbaarBasisonderwijs227 leerlingen,227,Apeldoorn,Basic School
1824,Sterrenschool Apeldoorn,Buys Ballotstraat 62,/basisscholen/apeldoorn/6835/sterrenschool-apeldoorn/,OpenbaarBasisonderwijs145 leerlingen,145,Apeldoorn,Basic School
1825,Dalton Sterrenschool De Vliegenier,Laan van de Charleston 75,/basisscholen/apeldoorn/10715/dalton-sterrenschool-de-vliegenier/,OpenbaarBasisonderwijs252 leerlingenDalton,252,Apeldoorn,Basic School
1826,Openbare Basisschool Het Web,Descartesstraat 10,/basisscholen/apeldoorn/10716/openbare-basisschool-het-web/,OpenbaarBasisonderwijs110 leerlingen,110,Apeldoorn,Basic School
1827,Openbare Basisschool De Mheen,Tormentilstraat 71,/basisscholen/apeldoorn/6837/openbare-basisschool-de-mheen/,OpenbaarBasisonderwijs249 leerlingenJenaplan,249,Apeldoorn,Basic School
1828,Openbare Basisschool Rietendak,Zilverweg 29,/basisscholen/apeldoorn/10717/openbare-basisschool-rietendak/,OpenbaarBasisonderwijs119 leerlingen,119,Apeldoorn,Basic School
1829,Openbare Basisschool De Eendracht,Beeklustweg 41,/basisscholen/apeldoorn/10718/openbare-basisschool-de-eendracht/,OpenbaarBasisonderwijs231 leerlingen,231,Apeldoorn,Basic School
1830,Openbare Basisschool Meester Lugtmeijer,1e Wormenseweg 158,/basisscholen/apeldoorn/6839/openbare-basisschool-meester-lugtmeijer/,OpenbaarBasisonderwijs101 leerlingen,101,Apeldoorn,Basic School
1831,Openbare Basisschool De Kosmos,Voldersdreef 301,/basisscholen/apeldoorn/6840/openbare-basisschool-de-kosmos/,OpenbaarBasisonderwijs119 leerlingen,119,Apeldoorn,Basic School
1832,Openbare Daltonschool De Horst,Glazeniershorst 402,/basisscholen/apeldoorn/6841/openbare-daltonschool-de-horst/,OpenbaarBasisonderwijs132 leerlingenDalton,132,Apeldoorn,Basic School
1833,Openbare Basisschool De Bongerd,Muntersdonk 13,/basisscholen/apeldoorn/6842/openbare-basisschool-de-bongerd/,OpenbaarBasisonderwijs123 leerlingen,123,Apeldoorn,Basic School
1834,Openbare Basisschool De Marke,Holtrichtersveld 1,/basisscholen/apeldoorn/6844/openbare-basisschool-de-marke/,OpenbaarBasisonderwijs136 leerlingen,136,Apeldoorn,Basic School
1835,Openbare Basisschool Heuvellaan,Burglaan 44,/basisscholen/apeldoorn/10724/openbare-basisschool-heuvellaan/,OpenbaarBasisonderwijs347 leerlingen,347,Apeldoorn,Basic School
1836,Christelijke Basisschool De Mandebrink,Steegde 29,/basisscholen/appelscha/9886/christelijke-basisschool-de-mandebrink/,Prot. christelijkBasisonderwijs131 leerlingen,131,Appelscha,Basic School
1837,Openbare Basisschool de Riemsloot,Alle Wijtzesweg 53 A,/basisscholen/appelscha/10769/openbare-basisschool-de-riemsloot/,OpenbaarBasisonderwijs192 leerlingen,192,Appelscha,Basic School
1838,Gravin van Rechterenschool,Gentenhof 10,/basisscholen/appeltern/6325/gravin-van-rechterenschool/,Prot. christelijkBasisonderwijs54 leerlingen,54,Appeltern,Basic School
1839,Prof W J Bladergroenschool Appingedam,Olingermeeden 3,/basisscholen/appingedam/6209/prof-w-j-bladergroenschool-appingedam/,Algemeen bijzonderSpeciaal onderwijs70 leerlingen,70,Appingedam,Basic School
1840,SBO De Delta,Olingermeeden 3,/basisscholen/appingedam/22868/sbo-de-delta/,Algemeen bijzonderSpeciaal basisonderwijs74 leerlingen,74,Appingedam,Basic School
1841,Christelijke Basisschool De Citer,Olingermeeden 8,/basisscholen/appingedam/6621/christelijke-basisschool-de-citer/,Prot. christelijkBasisonderwijs181 leerlingen,181,Appingedam,Basic School
1842,Christelijke Basisschool de Triangel,Wethouder Olthoflaan 4 B,/basisscholen/appingedam/6623/christelijke-basisschool-de-triangel/,Prot. christelijkBasisonderwijs173 leerlingen,173,Appingedam,Basic School
1843,Basisschool Jan Ligthart,Olingermeeden 2,/basisscholen/appingedam/6762/basisschool-jan-ligthart/,OpenbaarBasisonderwijs280 leerlingen,280,Appingedam,Basic School
1844,Basisschool De Vuurvlinder,Wethouder Olthoflaan 4 a,/basisscholen/appingedam/6764/basisschool-de-vuurvlinder/,OpenbaarBasisonderwijs196 leerlingen,196,Appingedam,Basic School
1845,Basisschool De Weiert,V Soest-Jansbekenpln 1,/basisscholen/arcen/5750/basisschool-de-weiert/,KatholiekBasisonderwijs149 leerlingen,149,Arcen,Basic School
1846,Brede School Lingewaard,Harpstraat 13,/basisscholen/arkel/6925/brede-school-lingewaard/,OpenbaarBasisonderwijs243 leerlingen,243,Arkel,Basic School
1847,Joos v Larenschool,Clasinastraat 3,/basisscholen/arnemuiden/4945/joos-v-larenschool/,Prot. christelijkBasisonderwijs123 leerlingen,123,Arnemuiden,Basic School
1848,Archipelschool 't Vierschip,Oostgat 15,/basisscholen/arnemuiden/22747/archipelschool-t-vierschip/,OpenbaarBasisonderwijs119 leerlingen,119,Arnemuiden,Basic School
1849,Oleanderhof,Pereboomweie 1,/basisscholen/arnemuiden/23302/oleanderhof/,Prot. christelijkBasisonderwijs183 leerlingen,183,Arnemuiden,Basic School
1850,Ibn-i Sina,Kinderkamp 5A,/basisscholen/arnhem/8907/ibn-i-sina/,Confessioneel overigBasisonderwijs258 leerlingen,258,Arnhem,Basic School
1851,De Ommezwaai,Bethanienstraat 244,/basisscholen/arnhem/25798/de-ommezwaai/,Algemeen bijzonderSpeciaal onderwijs120 leerlingen,120,Arnhem,Basic School
1852,Floriant,Bakenbergseweg 76,/basisscholen/arnhem/25933/floriant/,Prot. christelijkSpeciaal onderwijs86 leerlingen,86,Arnhem,Basic School
1853,Lichtenbeek,Wekeromseweg 6,/basisscholen/arnhem/5332/lichtenbeek/,Prot. christelijkSpeciaal onderwijs347 leerlingen,347,Arnhem,Basic School
1854,De Horizon,Groningensingel 1183,/basisscholen/arnhem/5475/de-horizon/,KatholiekSpeciaal basisonderwijs114 leerlingen,114,Arnhem,Basic School
1855,Basisschool Kunstrijk,Kazerneplein 2,/basisscholen/arnhem/5476/basisschool-kunstrijk/,KatholiekBasisonderwijs167 leerlingen,167,Arnhem,Basic School
1856,Christelijke Basisschool De Wijzer,Dalweg 40,/basisscholen/arnhem/5477/christelijke-basisschool-de-wijzer/,Prot. christelijkBasisonderwijs229 leerlingen,229,Arnhem,Basic School
1857,Basisschool St Paulus,Valckenierstraat 5,/basisscholen/arnhem/9347/basisschool-st-paulus/,KatholiekBasisonderwijs169 leerlingen,169,Arnhem,Basic School
1858,Katholieke Basisschool de Laarhorst,Venlosingel 220,/basisscholen/arnhem/9351/katholieke-basisschool-de-laarhorst/,KatholiekBasisonderwijs151 leerlingen,151,Arnhem,Basic School
1859,Katholieke Basisschool de Laarakker,Brabantweg 105,/basisscholen/arnhem/5484/katholieke-basisschool-de-laarakker/,KatholiekBasisonderwijs145 leerlingen,145,Arnhem,Basic School
1860,Rooms Katholieke Basisschool De Kringloop,Breezandpad 7,/basisscholen/arnhem/9352/rooms-katholieke-basisschool-de-kringloop/,KatholiekBasisonderwijs259 leerlingen,259,Arnhem,Basic School
1861,Rooms Katholieke Basisschool De Ommelander,Slochterenweg 27,/basisscholen/arnhem/9353/rooms-katholieke-basisschool-de-ommelander/,KatholiekBasisonderwijs307 leerlingen,307,Arnhem,Basic School
1862,Rooms Katholieke Basisschool Johannes,Eimerssingel-Oost 262,/basisscholen/arnhem/5485/rooms-katholieke-basisschool-johannes/,KatholiekBasisonderwijs106 leerlingen,106,Arnhem,Basic School
1863,Margarethaschool,Graslaan 97 B,/basisscholen/arnhem/9354/margarethaschool/,KatholiekBasisonderwijs447 leerlingen,447,Arnhem,Basic School
1864,Basisschool Pastoor van Arsschool,Lupinestraat 12,/basisscholen/arnhem/5486/basisschool-pastoor-van-arsschool/,KatholiekBasisonderwijs210 leerlingen,210,Arnhem,Basic School
1865,Jozefschool Elden,Rijksweg-West 29,/basisscholen/arnhem/9355/jozefschool-elden/,KatholiekBasisonderwijs197 leerlingen,197,Arnhem,Basic School
1866,"De Pythagoras, een Pieter de Jongschool",Pythagorasstraat 3,/basisscholen/arnhem/5487/de-pythagoras-een-pieter-de-jongschool/,KatholiekBasisonderwijs192 leerlingen,192,Arnhem,Basic School
1867,"Basisschool De Kempenaer, een Pieter de Jongschool",Mr.J.M. de Kempenaersingel 4c,/basisscholen/arnhem/21552/basisschool-de-kempenaer-een-pieter-de-jongschool/,KatholiekBasisonderwijs174 leerlingen,174,Arnhem,Basic School
1868,De Arabesk,Meikers 3,/basisscholen/arnhem/5488/de-arabesk/,KatholiekBasisonderwijs392 leerlingen,392,Arnhem,Basic School
1869,De Gazelle,Pallas Atheneplein 2,/basisscholen/arnhem/5489/de-gazelle/,KatholiekBasisonderwijs405 leerlingen,405,Arnhem,Basic School
1870,Ontmoetingsschool De Oanrin,Schoolstraat 14,/basisscholen/arum/22651/ontmoetingsschool-de-oanrin/,SamenwerkingBasisonderwijs87 leerlingen,87,Arum,Basic School
1871,CBS De Open Poort,Leerdamseweg 1,/basisscholen/asperen/6135/cbs-de-open-poort/,Prot. christelijkBasisonderwijs143 leerlingen,143,Asperen,Basic School
1872,Openbare Basisschool De Zandheuvel,Leerdamseweg 1,/basisscholen/asperen/6927/openbare-basisschool-de-zandheuvel/,OpenbaarBasisonderwijs110 leerlingen,110,Asperen,Basic School
1873,Kindcentrum Het Octaaf,Witterhoofdweg 1 C,/basisscholen/assen/5095/kindcentrum-het-octaaf/,Prot. christelijkBasisonderwijs111 leerlingen,111,Assen,Basic School
1874,Kindcentrum De Regenboog,Tuinstraat 5 b,/basisscholen/assen/5097/kindcentrum-de-regenboog/,Prot. christelijkBasisonderwijs178 leerlingenJenaplan,178,Assen,Basic School
1875,Kindcentrum De Lichtbaak,Amstelstraat 14b,/basisscholen/assen/8962/kindcentrum-de-lichtbaak/,Prot. christelijkBasisonderwijs253 leerlingen,253,Assen,Basic School
1876,Christelijk Kindcentrum Het Kompas,Einthovenstraat 26,/basisscholen/assen/8963/christelijk-kindcentrum-het-kompas/,Prot. christelijkBasisonderwijs222 leerlingen,222,Assen,Basic School
1877,Kindcentrum De Scharmhof,Scharmbarg 1,/basisscholen/assen/8964/kindcentrum-de-scharmhof/,Prot. christelijkBasisonderwijs277 leerlingenJeelo,277,Assen,Basic School
1878,Kindcentrum de Borg,Dusselheugte 13,/basisscholen/assen/8965/kindcentrum-de-borg/,Prot. christelijkBasisonderwijs392 leerlingen,392,Assen,Basic School
1879,Kindcentrum De Boei (voor speciaal basisonderwijs),Wethouder Bergerweg 2 a,/basisscholen/assen/8966/kindcentrum-de-boei-voor-speciaal-basisonderwijs/,Prot. christelijkSpeciaal basisonderwijs115 leerlingenJenaplan,115,Assen,Basic School
1880,Kindcentrum Het Krijt,Schoolstraat 29,/basisscholen/assen/8967/kindcentrum-het-krijt/,Prot. christelijkBasisonderwijs205 leerlingen,205,Assen,Basic School
1881,Kindcentrum De Kloostertuin,Aletta Jacobsweg 80,/basisscholen/assen/8968/kindcentrum-de-kloostertuin/,Prot. christelijkBasisonderwijs459 leerlingenJenaplan,459,Assen,Basic School
1882,De Aventurijn,Witterhoofdweg 1g,/basisscholen/assen/10130/de-aventurijn/,Algemeen bijzonderSpeciaal onderwijs55 leerlingen,55,Assen,Basic School
1883,Basisschool De Cirkel - school met de Bijbel,Prins Bernhardstraat 11,/basisscholen/assen/25457/basisschool-de-cirkel-school-met-de-bijbel/,Prot. christelijkBasisonderwijs190 leerlingen,190,Assen,Basic School
1884,Daltonschool De Parel - school met de Bijbel,Aletta Jacobsweg 78,/basisscholen/assen/25451/daltonschool-de-parel-school-met-de-bijbel/,Prot. christelijkBasisonderwijs194 leerlingenDalton,194,Assen,Basic School
1885,Basisschool De Driesprong-school met de Bijbel,Martin Luther Kingweg 46,/basisscholen/assen/25476/basisschool-de-driesprong-school-met-de-bijbel/,Prot. christelijkBasisonderwijs191 leerlingen,191,Assen,Basic School
1886,Kindcentrum Baggelhuizen,Witterhoofdweg 1 B,/basisscholen/assen/24297/kindcentrum-baggelhuizen/,OpenbaarBasisonderwijs134 leerlingen,134,Assen,Basic School
1887,Openbare Basisschool De Driemaster,Amstelstraat 14 a,/basisscholen/assen/24298/openbare-basisschool-de-driemaster/,OpenbaarBasisonderwijs83 leerlingen,83,Assen,Basic School
1888,Kindcentrum Emmaschool,Prinses Irenestraat 6,/basisscholen/assen/24299/kindcentrum-emmaschool/,OpenbaarBasisonderwijs310 leerlingen,310,Assen,Basic School
1889,Kindcentrum Valkenhorst,Bremstraat 14,/basisscholen/assen/24301/kindcentrum-valkenhorst/,OpenbaarBasisonderwijs167 leerlingen,167,Assen,Basic School
1890,Kindcentrum Theo Thijssen,Sluisstraat 139,/basisscholen/assen/24303/kindcentrum-theo-thijssen/,OpenbaarBasisonderwijs257 leerlingenDalton,257,Assen,Basic School
1891,Basisschool de Vuurvogel,Obrechtlaan 3,/basisscholen/assen/24338/basisschool-de-vuurvogel/,OpenbaarBasisonderwijs283 leerlingenJenaplan,283,Assen,Basic School
1892,Kindcentrum De Veldkei,Veenwalweg 5 -7,/basisscholen/assen/24340/kindcentrum-de-veldkei/,OpenbaarBasisonderwijs225 leerlingen,225,Assen,Basic School
1893,cbs Wij-land,P. Vermeulenstraat 31,/basisscholen/assendelft/21641/cbs-wij-land/,Prot. christelijkBasisonderwijs100 leerlingen,100,Assendelft,Basic School
1894,Rooms Katholieke Jenaplanschool De Bijenkorf,Saenredamstraat 36,/basisscholen/assendelft/5939/rooms-katholieke-jenaplanschool-de-bijenkorf/,KatholiekBasisonderwijs273 leerlingenJenaplan,273,Assendelft,Basic School
1895,De Regenboog,Brandakkerstraat 8,/basisscholen/assendelft/5941/de-regenboog/,KatholiekBasisonderwijs256 leerlingenJenaplan,256,Assendelft,Basic School
1896,Interconfessionele Basisschool Octant,Blauwe Ring 89,/basisscholen/assendelft/5948/interconfessionele-basisschool-octant/,Confessioneel overigBasisonderwijs154 leerlingenOntwikkelingsgericht Onderwijs,154,Assendelft,Basic School
1897,De Oceaan,Parkrijklaan 121 A,/basisscholen/assendelft/9866/de-oceaan/,OverigeBasisonderwijs328 leerlingen,328,Assendelft,Basic School
1898,icbs Het Koraal,Beemdgras 5 / Kreekrijklaan 2A (dependance),/basisscholen/assendelft/5950/icbs-het-koraal/,Confessioneel overigBasisonderwijs577 leerlingen,577,Assendelft,Basic School
1899,Openbare Basisschool De Dorpsakker,Brandakkerstraat 4,/basisscholen/assendelft/11199/openbare-basisschool-de-dorpsakker/,OpenbaarBasisonderwijs187 leerlingen,187,Assendelft,Basic School
1900,Openbare basisschool De Meander,Parkrijklaan 121 D,/basisscholen/assendelft/7365/openbare-basisschool-de-meander/,OpenbaarBasisonderwijs208 leerlingen,208,Assendelft,Basic School
1901,obs Ayundo,Blauwe Ring 91,/basisscholen/assendelft/26081/obs-ayundo/,OverigeBasisonderwijs112 leerlingen,112,Assendelft,Basic School
1902,Openbare basisschool De Delta,Kreekrijklaan 4,/basisscholen/assendelft/7366/openbare-basisschool-de-delta/,OpenbaarBasisonderwijs318 leerlingen,318,Assendelft,Basic School
1903,Kentalis Signis SO TOS,Burg de Boerstraat 19,/basisscholen/assendelft/23947/kentalis-signis-so-tos/,Algemeen bijzonderSpeciaal onderwijs91 leerlingen,91,Assendelft,Basic School
1904,Kindcentrum De Ontdekking,Beatrixlaan 25,/basisscholen/asten/5876/kindcentrum-de-ontdekking/,KatholiekBasisonderwijs223 leerlingen,223,Asten,Basic School
1905,Basisschool Voordeldonk,Bergweg 60,/basisscholen/asten/5878/basisschool-voordeldonk/,KatholiekBasisonderwijs289 leerlingen,289,Asten,Basic School
1906,Basisschool het Talent,Asterstraat 35,/basisscholen/asten/5881/basisschool-het-talent/,KatholiekBasisonderwijs227 leerlingen,227,Asten,Basic School
1907,Openbare Basisschool De Horizon,Jan van der Diesduncstr 42,/basisscholen/asten/11239/openbare-basisschool-de-horizon/,OpenbaarBasisonderwijs197 leerlingen,197,Asten,Basic School
1908,Dorpsschool De Twa-ikker,W Barteles vd Kooiwei 2,/basisscholen/augustinusga/9589/dorpsschool-de-twa-ikker/,Prot. christelijkBasisonderwijs70 leerlingen,70,Augustinusga,Basic School
1909,WereldKidz Pirapoleon,Schoolweg 16,/basisscholen/austerlitz/25523/wereldkidz-pirapoleon/,OpenbaarBasisonderwijs138 leerlingen,138,Austerlitz,Basic School
1910,De Grosthuizer Basisschool,Grosthuizen 74,/basisscholen/avenhorn/6235/de-grosthuizer-basisschool/,OpenbaarBasisonderwijs54 leerlingen,54,Avenhorn,Basic School
1911,Basisschool de Ieveling,Buitenroede 12,/basisscholen/avenhorn/10152/basisschool-de-ieveling/,OpenbaarBasisonderwijs251 leerlingen,251,Avenhorn,Basic School
1912,De Sprankeling,Buitenroede 12,/basisscholen/avenhorn/12020/de-sprankeling/,KatholiekBasisonderwijs346 leerlingen,346,Avenhorn,Basic School
1913,Basisschool de Warande Protestants Christelijk Onderwijs,Burchtlaan 7,/basisscholen/axel/26356/basisschool-de-warande-protestants-christelijk-onderwijs/,Prot. christelijkBasisonderwijs172 leerlingen,172,Axel,Basic School
1914,Sint Antoniusschool,Oud-Oosteinde 2,/basisscholen/axel/22825/sint-antoniusschool/,KatholiekBasisonderwijs183 leerlingen,183,Axel,Basic School
1915,Prinses Marijkeschool,Marijkestraat 1,/basisscholen/axel/9338/prinses-marijkeschool/,OpenbaarBasisonderwijs127 leerlingen,127,Axel,Basic School
